,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
1273,1273.0,For A Better Day,3c3XJ9P1BjOtmNXKvdVyHK,0,Stories,Avicii,85,2015-10-02,206066,0.0482,0.631,0.836,0.139,0.135,-3.386,0.0343,134.987,4,1
1274,1274.0,You Make Me,7HC3sppue0re7HPfo5zscF,0,True,Avicii,85,2013-01-01,233346,0.00247,0.586,0.727,0.0107,0.152,-4.799,0.039,124.99,4,1
1275,1275.0,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,86,lovely (with Khalid),Billie Eilish,93,2018-04-19,200185,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,4,1
1276,1276.0,The Days,5Iy2Jj87Ha0C0IBlNE1I4y,66,The Days / Nights,Avicii,85,2014-01-01,278480,0.04,0.59,0.724,4.07e-05,0.142,-3.278,0.0439,127.059,4,1
1277,1277.0,Drink About,2GGGm4MLQynB3I4E4ycIYC,0,Drink About,Seeb,73,2018-04-06,182265,0.144,0.624,0.745,0.0,0.257,-2.936,0.0628,99.971,4,1
1278,1278.0,Answerphone (feat. Yxng Bane),1HagMz5nWk1HmevNCBOxF3,56,Answerphone (feat. Yxng Bane),Banx & Ranx,64,2018-03-15,190920,0.0387,0.671,0.834,0.0,0.454,-3.928,0.0885,113.021,4,1
1279,1279.0,Everybody Hates Me,7GCKSaadrwpoVSiwbEGkfv,0,Sick Boy,The Chainsmokers,86,2018-04-20,224026,0.00836,0.471,0.755,0.0,0.368,-6.612,0.0455,154.801,4,1
1280,1280.0,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,2bNrvWD9d5Zn9tS8XvcaMk,0,I Could Be The One [Avicii vs Nicky Romero],Avicii,85,2012-01-01,208316,0.332,0.509,0.79,6.67e-05,0.316,-3.782,0.0374,127.946,4,1
1281,1281.0,Addicted To You,0xIVvRmjztR1AwuHrkhH41,0,True,Avicii,85,2013-01-01,148386,0.0505,0.569,0.785,1.12e-06,0.086,-4.057,0.0457,128.031,4,1
1282,1282.0,CLOSE (feat. Travis Scott) - From SR3MM,3qKCDFZp192KBEEtFj7fDa,0,CLOSE (feat. Travis Scott),Rae Sremmurd,78,2018-04-18,193510,0.104,0.691,0.736,0.0,0.111,-4.993,0.0321,140.034,4,1
1283,1283.0,Silhouettes - Original Radio Edit,1nO67wic65N413c11zKxM7,0,Silhouettes,Avicii,85,2012-01-01,211880,0.155,0.605,0.8,0.0562,0.121,-6.235,0.0545,128.074,4,1
1284,1284.0,Tesla (feat. Sfera Ebbasta & DrefGold),093RgZ7RXHZwIrxZhZYX4Q,59,20,Capo Plaza,74,2018-04-20,185146,0.316,0.854,0.626,0.0,0.0961,-5.14,0.0618,140.05,4,1
1285,1285.0,Better Now,7dt6x5M1jzdTEt8oCbisTK,79,beerbongs & bentleys,Post Malone,91,2018-04-27,231266,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,145.038,4,1
1286,1286.0,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,77,beerbongs & bentleys,Post Malone,91,2018-04-27,221440,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,140.06,4,1
1287,1287.0,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,66,beerbongs & bentleys,Post Malone,91,2018-04-27,221786,0.038,0.625,0.536,2.31e-05,0.167,-5.428,0.0776,159.914,4,1
1288,1288.0,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,82,beerbongs & bentleys,Post Malone,91,2018-04-27,218146,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4,1
1289,1289.0,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,65,beerbongs & bentleys,Post Malone,91,2018-04-27,194560,0.341,0.672,0.717,2.4e-05,0.106,-2.714,0.034,160.981,4,1
1290,1290.0,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,68,beerbongs & bentleys,Post Malone,91,2018-04-27,206453,0.198,0.599,0.571,0.0,0.0969,-4.998,0.0665,151.974,4,1
1291,1291.0,Stay,4H7WNRErSbONkM06blBoGc,72,beerbongs & bentleys,Post Malone,91,2018-04-27,204426,0.449,0.507,0.48,0.0,0.147,-5.418,0.0266,86.046,4,1
1292,1292.0,Over Now,09IOPhEh1OMe0HD9b36FJk,66,beerbongs & bentleys,Post Malone,91,2018-04-27,246986,0.139,0.569,0.777,0.0,0.132,-4.041,0.0834,164.027,4,1
1293,1293.0,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,66,beerbongs & bentleys,Post Malone,91,2018-04-27,206266,0.513,0.797,0.55,0.0,0.0786,-4.166,0.24,134.206,4,1
1294,1294.0,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,62,beerbongs & bentleys,Post Malone,91,2018-04-27,204360,0.15,0.738,0.824,0.0,0.132,-5.165,0.0437,138.039,4,1
1295,1295.0,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1,64,beerbongs & bentleys,Post Malone,91,2018-04-27,212466,0.434,0.731,0.774,3.34e-06,0.114,-5.273,0.0555,100.005,4,1
1296,1296.0,Takin' Shots,5ffntNJnJOeFv7b7DCd0Bw,62,beerbongs & bentleys,Post Malone,91,2018-04-27,216746,0.61,0.762,0.621,0.0,0.464,-6.24,0.0866,120.056,4,1
1297,1297.0,92 Explorer,1D2L6MefbXon28PzIk9I3r,66,beerbongs & bentleys,Post Malone,91,2018-04-27,211426,0.265,0.798,0.733,1.25e-06,0.114,-4.811,0.0476,146.046,4,1
1298,1298.0,Candy Paint,32lItqlMi4LBhb4k0BaSaC,74,beerbongs & bentleys,Post Malone,91,2018-04-27,227533,0.64,0.664,0.667,1.22e-06,0.0753,-5.941,0.154,180.064,4,1
1299,1299.0,Otherside,4qWCFTuNnmGNdY4egtb4ZY,62,beerbongs & bentleys,Post Malone,91,2018-04-27,228226,0.318,0.652,0.643,2.87e-06,0.208,-5.667,0.0353,104.932,4,1
1300,1300.0,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,62,beerbongs & bentleys,Post Malone,91,2018-04-27,261800,0.145,0.652,0.591,5.65e-06,0.164,-7.274,0.0418,121.873,4,1
1301,1301.0,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,62,beerbongs & bentleys,Post Malone,91,2018-04-27,228146,0.262,0.606,0.775,0.0,0.1,-4.269,0.0671,164.02,4,1
1302,1302.0,Jonestown (Interlude),0R6Jlsq25eZB3Wftpxi3oF,54,beerbongs & bentleys,Post Malone,91,2018-04-27,112013,0.755,0.38,0.454,0.623,0.263,-10.271,0.0362,77.592,4,1
1303,1303.0,2002,6SFStUDQZNaGPKWOx9ZiJB,0,Speak Your Mind (Deluxe),Anne-Marie,82,2018-04-27,186986,0.0372,0.697,0.683,0.0,0.137,-2.881,0.117,96.133,4,1
1304,1304.0,I Wanna Know (feat. Bea Miller),2og9I9rQwr2XdTLJUupfT1,0,I Wanna Know (feat. Bea Miller) - Remixes,NOTD,71,2018-04-27,197938,0.0253,0.661,0.725,0.0,0.123,-4.859,0.0563,119.927,4,1
1305,1305.0,Famous,2HGymMoOdB4ZYv0AAqYmgF,43,Famous,Mason Ramsey,60,2018-04-27,192520,0.708,0.534,0.815,0.0,0.111,-2.815,0.0278,159.848,4,1
1306,1306.0,Neymar,0d0d2CuQSQDF7Q7vNhwA3i,0,Neymar,Capital Bra,77,2018-04-27,263646,0.558,0.749,0.66,0.0,0.133,-6.143,0.241,123.96,4,1
1307,1307.0,Sin Pijama,2ijef6ni2amuunRoKTlgww,69,Sin Pijama,Becky G,86,2018-04-20,188560,0.354,0.791,0.745,2.93e-05,0.104,-3.695,0.0464,94.014,4,1
1308,1308.0,Dura - Remix,6U2NuJILEOEpW2tVCuqKHb,67,Dura (Remix),Daddy Yankee,94,2018-04-27,242160,0.188,0.772,0.803,0.0,0.434,-3.035,0.0468,94.981,4,1
1309,1309.0,Lift Yourself,3uYDO9dPLTVrgfwg7EYXSf,58,Lift Yourself,Kanye West,96,2018-04-29,147904,0.0108,0.877,0.435,1.88e-06,0.115,-8.131,0.136,98.008,4,1
1310,1310.0,Ye vs. the People (starring TI as the People),69b0SDYOymaqYwm3la237H,41,Ye vs. the People (starring TI as the People),Kanye West,96,2018-04-28,202641,0.0568,0.464,0.822,0.0,0.103,-1.881,0.294,79.973,4,1
1311,1311.0,Só Quer Vrau,68uKHxQzoY6gd7YSKJf21J,0,Só Quer Vrau,MC MM,47,2018-04-06,160666,0.111,0.673,0.76,0.00169,0.15,-6.847,0.186,150.225,4,1
1312,1312.0,Nena Maldicion (feat. Lenny Tavarez),3TnhQSRwT3AVMdXw5JPq0x,0,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,87,2018-01-30,228874,0.178,0.762,0.631,0.0,0.146,-4.837,0.0544,118.969,4,1
1313,1313.0,This Is America,0b9oOr2ZgvyQu88wzixux9,69,This Is America,Childish Gambino,82,2018-05-06,225773,0.117,0.854,0.463,0.0,0.354,-6.159,0.137,120.024,4,1
1314,1314.0,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,63,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,92,2018-05-04,217405,0.0372,0.706,0.559,0.0,0.379,-5.216,0.0416,78.534,4,1
1315,1315.0,Youth (feat. Khalid),3Wf2YGdYT8xVdNsQSoRKk9,0,Youth (feat. Khalid),Shawn Mendes,90,2018-05-03,189973,0.518,0.625,0.589,0.0,0.197,-6.627,0.0858,100.003,4,1
1316,1316.0,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,66,SR3MM,Rae Sremmurd,78,2018-05-04,332300,0.0168,0.713,0.831,0.0,0.118,-4.75,0.15,173.948,4,1
1317,1317.0,Genius,73F87Sqh6jQWucOOvz1WFx,0,Genius,Sia,88,2018-05-03,213040,0.0864,0.622,0.621,9.8e-05,0.121,-4.924,0.129,158.946,4,1
1318,1318.0,Peace & Love,4BGmYEDOK1swwoxTtfmVZD,56,Peace & Love,Charlie Charles,55,2018-05-04,182745,0.14,0.68,0.785,0.0,0.309,-5.313,0.0615,152.962,4,1
1319,1319.0,CLOSE (feat. Travis Scott) - From SR3MM,1oUudyBYVGMIC8JXeIsFzq,59,SR3MM,Rae Sremmurd,78,2018-05-04,193510,0.104,0.691,0.736,0.0,0.111,-4.993,0.0321,140.034,4,1
1320,1320.0,Guatemala - From Swaecation,0TCnOEVeLQMXOUrpPlM7uY,64,SR3MM,Rae Sremmurd,78,2018-05-04,256341,0.185,0.849,0.699,0.00118,0.0954,-5.193,0.0574,100.989,4,1
1321,1321.0,I'll Be There,083Qf6hn6sFL6xiOHlZUyn,62,I'll Be There,Jess Glynne,77,2018-05-03,193923,0.0228,0.623,0.851,0.0,0.12,-3.111,0.0409,100.063,4,1
1322,1322.0,You Can Cry,3ZbJMlEL4Kcme0ONRO7Slx,53,You Can Cry,Marshmello,86,2018-05-04,194533,0.0974,0.491,0.617,0.0,0.27,-4.545,0.147,126.816,5,1
1323,1323.0,Por Perro,1XM5PgxjpYcF0JuE9nfUbS,54,Por Perro,Sebastian Yatra,87,2018-03-30,245360,0.419,0.685,0.762,0.0,0.0759,-5.147,0.0565,172.017,4,1
1324,1324.0,Hunger,6HJcuxVgYjxcYDnPG0ystc,46,Hunger,Florence + The Machine,80,2018-05-03,214666,0.53,0.729,0.675,0.0,0.0985,-5.62,0.0415,116.016,4,1
1325,1325.0,Bella - Remix,0SaYeGhSXN0dDWstyNTQ56,1,Bella (Remix),Wolfine,62,2018-05-04,218360,0.304,0.917,0.476,0.0,0.103,-6.621,0.0655,93.987,4,1
1326,1326.0,Bloom,1hSOt9IeshMkuKP9ri4hOf,0,Bloom,Troye Sivan,83,2018-05-02,222096,0.031,0.708,0.701,0.0,0.392,-5.196,0.0328,120.932,4,1
1327,1327.0,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,72,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,86,2018-05-10,207904,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4,1
1328,1328.0,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",1YNQscOx6OqBQjxgJVhEeW,53,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,79,2018-05-11,221153,0.0164,0.728,0.69,0.0,0.104,-4.344,0.0524,94.028,4,1
1329,1329.0,Four Out Of Five,5Z5nbOXhsSbySVC7WUc6y9,56,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,312346,0.0626,0.601,0.863,0.0,0.0717,-4.31,0.0685,130.189,4,1
1330,1330.0,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,71,Ubuntu,Piso 21,78,2018-05-11,220116,0.0482,0.681,0.788,0.0,0.0753,-4.323,0.0785,170.019,4,1
1331,1331.0,Star Treatment,0b93tWwuoAC0nXe1CfR30I,53,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,354640,0.243,0.581,0.767,0.00131,0.141,-5.026,0.0527,120.07,4,1
1332,1332.0,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,79,Die Lit,Playboi Carti,87,2018-05-11,153800,0.188,0.673,0.649,0.0,0.122,-8.433,0.196,153.075,4,1
1333,1333.0,One Point Perspective,1t67WYNfUxfOiwaz7SJ66b,53,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,208640,0.057,0.714,0.585,0.00444,0.144,-4.57,0.0419,77.104,4,1
1334,1334.0,Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,67,Voicenotes,Charlie Puth,86,2018-05-11,180493,0.193,0.856,0.632,0.0,0.0688,-3.692,0.074,112.009,4,1
1335,1335.0,Tranquility Base Hotel & Casino,2URDbWGmPz3vhagl25p8OC,53,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,212093,0.0411,0.584,0.835,0.0147,0.199,-4.326,0.0297,142.2,4,1
1336,1336.0,Attention,5cF0dROlMOK5uNZtivgu50,80,Voicenotes,Charlie Puth,86,2018-05-11,208786,0.109,0.775,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,4,1
1337,1337.0,Yes Indeed,1wsf1YFQSYND45y0GzJmf7,0,Yes Indeed,Lil Baby,93,2018-05-15,142273,0.035,0.964,0.346,0.0,0.108,-9.309,0.53,119.958,4,1
1338,1338.0,Audio,7boPPE857KEqCIHNwFkDop,0,Audio,Sia,88,2018-05-10,203400,0.192,0.365,0.692,1.51e-06,0.0862,-4.586,0.0671,89.998,4,1
1339,1339.0,Lucid Dreams,32iYwQ4OYiurnGnOfJ1aEh,0,Lucid Dreams,Juice WRLD,95,2018-05-04,239946,0.377,0.437,0.481,0.0,0.33,-9.681,0.237,83.606,4,1
1340,1340.0,American Sports,2HbYLDA1SigY1ilC94ieVu,45,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,158040,0.00169,0.372,0.865,0.00293,0.127,-4.288,0.0513,176.689,3,1
1341,1341.0,All Girls Are The Same,1dNyRyz1QBN9kO1etUs1PI,0,All Girls Are The Same,Juice WRLD,95,2018-04-13,169295,0.169,0.673,0.449,0.00115,0.0731,-9.727,0.298,161.925,4,1
1342,1342.0,Toy,7vuTcvFnvlqWlWb4u60nvY,0,Toy,Netta,57,2018-03-11,180230,0.0696,0.786,0.712,0.0,0.236,-5.349,0.0677,130.144,4,1
1343,1343.0,New Light,3bH4HzoZZFq8UpZmI2AMgV,4,New Light,John Mayer,82,2018-05-10,216014,0.325,0.828,0.689,0.0384,0.0808,-7.878,0.0326,123.931,4,1
1344,1344.0,How Long,6wmAHw1szh5RCKSRjiXhPe,72,Voicenotes,Charlie Puth,86,2018-05-11,200853,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4,1
1345,1345.0,Golden Trunks,0U6Vg6RUmzADUO0Y9fVKft,44,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,173626,0.129,0.492,0.564,1.73e-05,0.131,-5.811,0.0278,92.544,4,1
1346,1346.0,The World's First Ever Monster Truck Front Flip,5rqQTEIVK2PTuXU9GI2wT0,43,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,180013,0.346,0.602,0.601,0.349,0.0735,-5.742,0.0303,145.075,4,1
1347,1347.0,La Cintura,19MBk3PbNFE36wqIqkMq9H,0,La Cintura,Alvaro Soler,74,2018-03-29,205209,0.0294,0.702,0.844,0.0,0.38,-4.054,0.0769,100.043,4,1
1348,1348.0,Fuego,22ppznuzVF9LKamaaqMMqu,0,Fuego,Eleni Foureira,57,2018-03-09,183675,0.0648,0.589,0.758,0.0,0.606,-4.578,0.117,101.037,4,1
1349,1349.0,Clout (feat. 21 Savage),1u0CD4fcBUB1xrG9fNgejh,54,Beach House 3 (Deluxe Edition),Ty Dolla $ign,87,2018-05-11,200373,0.136,0.88,0.728,5.42e-05,0.337,-6.939,0.205,160.976,4,1
1350,1350.0,Jettski Grizzley (feat. Lil Pump),2VKf0WEOpq06JE5PTNr9wa,53,Activated,Tee Grizzley,74,2018-05-11,163200,0.0966,0.875,0.878,0.0,0.333,-5.358,0.179,100.042,4,1
1351,1351.0,Duro y Suave,31M5m42C3EGlbydf9XB5to,61,Duro y Suave,Leslie Grace,67,2018-01-19,207720,0.111,0.769,0.721,5.9e-05,0.0505,-4.483,0.153,94.978,4,1
1352,1352.0,Science Fiction,6hkfgHhYXyDVYahUOZhGRd,44,Tranquility Base Hotel & Casino,Arctic Monkeys,88,2018-05-10,185906,0.0295,0.542,0.766,0.0802,0.396,-5.411,0.0282,88.062,4,1
1353,1353.0,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,79,Harder Than Ever,Lil Baby,93,2018-05-18,142273,0.0355,0.963,0.346,0.0,0.108,-9.309,0.53,119.957,4,1
1354,1354.0,Back To You,514rhnksEwHUh6LxXsQ4Y9,68,13 Reasons Why (Season 2),Selena Gomez,86,2018-05-18,210240,0.0984,0.6,0.683,1.26e-06,0.11,-6.271,0.0493,102.036,4,1
1355,1355.0,FAKE LOVE,3aW0ds4A4tSQDIp75FqWTo,26,Love Yourself 轉 'Tear',BTS,96,2018-05-18,242333,0.00267,0.557,0.719,0.0,0.306,-4.515,0.0372,77.501,4,1
1356,1356.0,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,64,Light of Mine,KYLE,72,2018-05-18,191680,0.339,0.689,0.584,0.0,0.297,-5.768,0.119,156.572,4,1
1357,1357.0,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,70,Solo (feat. Demi Lovato),Clean Bandit,81,2018-05-17,222653,0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0.0437,105.005,4,1
1358,1358.0,Lucid Dreams,0X8DcetL926BYiPJYstJTc,0,Goodbye & Good Riddance,Juice WRLD,95,2018-05-23,239835,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,1
1359,1359.0,Sangria Wine,6XlSyYFTU1nodeWwwzVgTV,56,Sangria Wine,Pharrell Williams,86,2018-05-18,202853,0.181,0.831,0.713,0.0,0.0572,-3.646,0.094,132.109,4,1
1360,1360.0,The Truth Untold,48XfojJC87VKLlUotYV0Gm,24,Love Yourself 轉 'Tear',BTS,96,2018-05-18,242292,0.372,0.57,0.422,0.0,0.127,-7.561,0.0422,113.007,4,1
1361,1361.0,El Préstamo,2XVilv6s9GETnw9PG4T9Mz,64,F.A.M.E.,Maluma,89,2018-05-18,219600,0.205,0.74,0.74,0.0,0.107,-3.647,0.0686,93.95,4,1
1362,1362.0,Airplane pt.2,1trFxVLL8WKhYap543e74l,20,Love Yourself 轉 'Tear',BTS,96,2018-05-18,218614,0.0268,0.769,0.817,9.95e-05,0.084,-4.092,0.0339,139.979,4,1
1363,1363.0,All Girls Are The Same,3H2JThgdBxezwj1wwafQS8,0,Goodbye & Good Riddance,Juice WRLD,95,2018-05-23,165819,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,1
1364,1364.0,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,72,Jackie Chan,Tiësto,87,2018-05-18,215759,0.374,0.747,0.834,0.0,0.0586,-2.867,0.045,128.005,4,1
1365,1365.0,Corazón (feat. Nego do Borel),5cepAtqnEQ6yVG6088zMMu,69,F.A.M.E.,Maluma,89,2018-05-18,184720,0.328,0.722,0.738,1.47e-05,0.198,-6.073,0.247,198.075,4,1
1366,1366.0,Por Perro,2alIsNw1mqEShbWyO1HXZZ,65,MANTRA,Sebastian Yatra,87,2018-05-18,245440,0.429,0.684,0.762,0.0,0.0852,-5.18,0.0501,172.009,4,1
1367,1367.0,Anpanman,4lRwa7PKcGIuJMwtPIYKdy,20,Love Yourself 轉 'Tear',BTS,96,2018-05-18,232966,0.0237,0.813,0.875,0.0,0.288,-2.92,0.0918,99.004,4,1
1368,1368.0,Delicate,7CneiDesUKFJO3Ix01dnfr,0,reputation,Taylor Swift,98,2017-11-10,232253,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,1
1369,1369.0,Paradise,01dmH2IPkrLNWIMPNXlreE,22,Love Yourself 轉 'Tear',BTS,96,2018-05-18,211223,0.214,0.519,0.828,0.0,0.0571,-5.523,0.365,139.413,4,1
1370,1370.0,Magic Shop,22ryCgQttpV7oCrn7llGRu,22,Love Yourself 轉 'Tear',BTS,96,2018-05-18,275695,0.103,0.541,0.661,0.0,0.0779,-5.838,0.0889,149.926,4,1
1371,1371.0,Love Maze,645YBsxhFPSOKxGep3uHLv,23,Love Yourself 轉 'Tear',BTS,96,2018-05-18,221529,0.0487,0.636,0.876,0.0,0.0728,-4.652,0.0617,149.932,4,1
1372,1372.0,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",5mqzhMuUpvnMfwNz6iepmO,66,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]",Diplo,84,2018-05-15,181720,0.114,0.618,0.845,0.0,0.415,0.175,0.132,171.921,4,1
1373,1373.0,134340,38td8VabuKlQt72Q2VnhbO,20,Love Yourself 轉 'Tear',BTS,96,2018-05-18,230063,0.153,0.664,0.688,9.14e-05,0.173,-6.466,0.0543,106.022,4,1
1374,1374.0,Where Were You In The Morning?,5cuRYDNIcSu5noyXQpULKg,0,Where Were You In The Morning?,Shawn Mendes,90,2018-05-18,200613,0.556,0.708,0.517,0.0,0.0992,-7.466,0.0618,87.992,4,1
1375,1375.0,Intro: Singularity,6ePyl2ns4b7MVYhjsj32ZK,18,Love Yourself 轉 'Tear',BTS,96,2018-05-18,196998,0.554,0.775,0.271,0.00285,0.112,-9.131,0.092,104.001,3,1
1376,1376.0,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,73,Taste (feat. Offset),Tyga,86,2018-05-16,232959,0.0236,0.884,0.559,0.0,0.101,-7.442,0.12,97.994,4,1
1377,1377.0,So What,4CvId64YZSB0RfRdfzPIQU,23,Love Yourself 轉 'Tear',BTS,96,2018-05-18,281520,0.0238,0.656,0.883,0.0,0.0481,-4.294,0.0737,129.947,4,1
1378,1378.0,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,71,RECKLESS,NAV,80,2018-05-18,195053,0.381,0.642,0.782,0.0,0.108,-3.395,0.0477,162.005,4,1
1379,1379.0,Outro: Tear,5p10VwQ8LRoyTc8LFrvPw6,16,Love Yourself 轉 'Tear',BTS,96,2018-05-18,284980,0.327,0.711,0.903,0.0,0.0887,-2.723,0.247,140.015,4,1
1380,1380.0,Start Again (feat. Logic),1Nj2oBISdFDSF8eDuXcALz,60,13 Reasons Why (Season 2),Selena Gomez,86,2018-05-18,165626,0.162,0.564,0.722,0.0,0.0931,-5.59,0.124,99.083,4,1
1381,1381.0,The Night We Met,24MGEzm6xAO1nFgVVp37YI,0,Strange Trails,Lord Huron,76,2015-04-03,208211,0.969,0.544,0.368,0.255,0.639,-9.512,0.0382,86.99,3,1
1382,1382.0,No Hay Nadie Más,3IPJg1sdqLj12kFIndaonN,72,MANTRA,Sebastian Yatra,87,2018-05-18,199733,0.861,0.695,0.379,0.0,0.106,-9.096,0.0339,105.108,4,1
1383,1383.0,In My Blood,21YnmkSDhUkmkkni22Svc4,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,211360,0.0582,0.622,0.709,0.0,0.126,-7.32,0.0669,140.018,4,1
1384,1384.0,Youth feat. Khalid,5SwEgzUFDHwpWHKrbnP32Z,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,190866,0.569,0.518,0.596,0.0,0.133,-6.653,0.124,100.28,4,1
1385,1385.0,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,79,TESTING,A$AP Rocky,87,2018-05-25,205040,0.0609,0.854,0.569,0.0816,0.1,-8.151,0.106,80.015,4,1
1386,1386.0,Nervous,0Dq49j3dELbttQVUJbtn0c,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,164146,0.041,0.841,0.622,0.0,0.126,-6.763,0.0756,121.988,4,1
1387,1387.0,I'm Upset,54oMZ3blwWwuPN4wEoG5mk,0,I'm Upset,Drake,98,2018-05-26,214139,0.263,0.899,0.592,0.0,0.0831,-7.901,0.333,149.953,4,1
1388,1388.0,Where Were You In The Morning?,51wrmElSLxFzc0vSQPeTxs,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,200600,0.557,0.709,0.516,0.0,0.0992,-7.468,0.0615,87.992,4,1
1389,1389.0,Lost In Japan,6WBTeFDEfAJbaSUUc1V1xQ,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,201200,0.261,0.736,0.738,0.0,0.107,-6.782,0.358,105.008,4,1
1390,1390.0,Like To Be You feat. Julia Michaels,5QskYLFPX9y7pLU0VEMNbr,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,159400,0.809,0.736,0.45,0.0,0.108,-9.406,0.228,153.888,4,1
1391,1391.0,One Night Stand,4gALhhysObk59C3fxeTLwh,0,One Night Stand,Capital Bra,77,2018-05-25,162334,0.397,0.645,0.636,1.49e-06,0.0818,-6.128,0.437,101.933,4,1
1392,1392.0,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq,63,TESTING,A$AP Rocky,87,2018-05-25,315773,0.3,0.428,0.754,0.0,0.136,-6.416,0.179,125.948,4,1
1393,1393.0,Fallin' All In You,5I8oEqbk2ZBmQfXCrZbUFb,0,Shawn Mendes,Shawn Mendes,90,2018-05-25,235746,0.401,0.853,0.477,0.0,0.111,-6.697,0.0362,92.03,4,1
1394,1394.0,TATI,6kp0inxIexxSiDJfWqq0ZL,0,TATI,6ix9ine,77,2018-05-27,154565,0.00214,0.779,0.767,0.0,0.102,-5.462,0.258,91.981,4,1
1395,1395.0,Mi Gente,7COfe3P7KgfwDwIRB8LIDw,71,Vibras,J Balvin,93,2018-05-25,185040,0.0168,0.548,0.704,2.25e-05,0.143,-4.838,0.0777,104.666,4,1
1396,1396.0,Ambiente,6VrBWh90BiwWmwKtvwWFcq,53,Vibras,J Balvin,93,2018-05-25,248826,0.139,0.789,0.731,1.92e-06,0.635,-6.245,0.101,81.009,4,1
1397,1397.0,If You Know You Know,6bGwKHXHNLmTy6yt147FPh,60,DAYTONA,Pusha T,82,2018-05-25,202120,0.0186,0.46,0.697,0.0,0.362,-5.954,0.325,153.426,4,1
