,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
0,0.0,Starboy,5aAx2yezTd8zXrkmtKl66Z,0,Starboy,The Weeknd,97,2016-11-25,230453,0.165,0.681,0.594,3.49e-06,0.134,-7.028,0.282,186.054,4,1
1,1.0,Closer,7BKLCZ1jbUBVqRi2FVlTVw,83,Closer,The Chainsmokers,86,2016-07-29,244960,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4,1
2,2.0,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,75,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,81,2016-10-21,251088,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,4,1
3,3.0,Let Me Love You,4pdPtRcBmOSQDlJ3Fk945m,0,Encore,DJ Snake,82,2016-08-05,205946,0.0784,0.476,0.718,1.02e-05,0.122,-5.309,0.0576,199.864,4,1
4,4.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3NdDpSvN911VPGivFlV5d0,0,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,81,2016-12-09,245200,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973,4,1
5,5.0,Don't Wanna Know,5MFzQMkrl1FOOng9tq6R9r,0,Don't Wanna Know,Maroon 5,90,2016-10-11,214480,0.338,0.783,0.623,0.0,0.0975,-6.126,0.08,100.048,4,1
6,6.0,Fake Love,343YBumqHu19cGoGARUTsd,73,More Life,Drake,98,2017-03-18,210937,0.105,0.928,0.481,0.0,0.176,-9.35,0.287,134.007,4,1
7,7.0,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,83,Back from the Edge,James Arthur,83,2016-10-28,211466,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4,1
8,8.0,24K Magic,6b8Be6ljOzmkOmFslEb23P,78,24K Magic,Bruno Mars,93,2016-11-17,225983,0.034,0.818,0.803,0.0,0.153,-4.282,0.0797,106.97,4,1
9,9.0,I Feel It Coming,5GXAXm5YOmYT0kL5jHvYBt,71,Starboy,The Weeknd,97,2016-11-24,269186,0.426,0.773,0.819,0.0,0.0679,-5.946,0.118,92.99,4,1
10,10.0,Black Beatles,6fujklziTHa8uoM5OQSfIo,75,SremmLife 2 (Deluxe),Rae Sremmurd,78,2016-08-12,291893,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,4,1
11,11.0,One Dance,1xznGGDReH1oQq0xzbwXa3,0,Views,Drake,98,2016-05-06,173986,0.00784,0.791,0.619,0.00423,0.351,-5.886,0.0532,103.989,4,1
12,12.0,Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,74,El Dorado,Shakira,86,2017-05-26,195840,0.187,0.852,0.773,3.05e-05,0.159,-2.921,0.0776,102.034,4,1
13,13.0,Cold Water (feat. Justin Bieber & MØ),6DNtNfH8hXkqOX1sjqmI7p,0,Cold Water (feat. Justin Bieber & MØ),Major Lazer,79,2016-07-22,185351,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,4,1
14,14.0,Call On Me - Ryan Riback Extended Remix,78rIJddV4X0HkNAInEcYde,44,Call On Me (Remixes),Starley,61,2016-10-14,222040,0.0604,0.67,0.838,0.000611,0.159,-4.031,0.0362,104.998,4,1
15,15.0,In the Name of Love,04DwTuZ2VBdJCCC5TROn7L,21,The Martin Garrix Collection,Martin Garrix,82,2017-04-21,195840,0.0592,0.49,0.485,0.0,0.337,-6.237,0.0406,133.889,4,1
16,16.0,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,70,Culture,Migos,83,2017-04-07,343150,0.0611,0.926,0.666,0.0,0.123,-5.314,0.244,127.079,4,1
17,17.0,Side To Side,4pLwZjInHj3SimIyN9SnOz,0,Dangerous Woman,Ariana Grande,93,2016-05-20,226160,0.0408,0.648,0.738,0.0,0.292,-5.883,0.247,159.145,4,1
18,18.0,Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,63,Just Hold On,Steve Aoki,79,2016-12-10,198774,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,0.0824,114.991,4,1
19,19.0,Starving,1qOLh0tI7trd1zdDKxYZTe,0,HAIZ,Hailee Steinfeld,76,2016-07-15,181880,0.371,0.636,0.633,0.0,0.102,-4.23,0.126,99.721,4,1
20,20.0,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,71,bloom,Machine Gun Kelly,89,2017-05-12,239293,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4,1
21,21.0,Mercy,4TZy1wLyHec06pwgFYDh1a,0,Illuminate,Shawn Mendes,90,2017-03-03,208733,0.137,0.469,0.68,0.0,0.11,-4.921,0.117,147.734,4,1
22,22.0,My Way,1vvNmPOiUuyCbgWmtc6yfm,74,My Way,Calvin Harris,87,2016-09-16,219159,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0.0426,119.986,4,1
23,23.0,All We Know,2rizacJSyD9S1IQUxUxnsK,69,All We Know,The Chainsmokers,86,2016-09-29,194080,0.097,0.662,0.586,0.00272,0.115,-8.821,0.0307,90.0,4,1
24,24.0,Don't Let Me Down (feat. Daya),0QsvXIfqM0zZoerQfsI9lm,42,The Chainsmokers- Japan Special Edition,The Chainsmokers,86,2016-08-10,208053,0.16,0.542,0.859,0.00466,0.137,-5.651,0.197,159.797,4,1
25,25.0,Treat You Better,4Hf7WnR761jpxPr5D46Bcd,0,Illuminate,Shawn Mendes,90,2017-03-03,187973,0.123,0.624,0.803,0.0,0.114,-4.105,0.246,166.018,4,1
26,26.0,Heathens,6i0V12jOa3mr6uu4WYhUBr,79,Heathens,Twenty One Pilots,85,2016-06-16,195920,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,4,1
27,27.0,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,83,2016-05-06,236001,0.0123,0.666,0.83,0.0,0.191,-5.715,0.0751,113.03,4,1
28,28.0,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,64,Know-It-All (Deluxe),Alessia Cara,80,2015-11-13,230226,0.0285,0.573,0.739,0.0,0.111,-5.74,0.129,97.085,4,1
29,29.0,All Night,1yNyoWWWikbLhwIGWjZuDW,0,All Night,The Vamps,75,2016-10-14,197793,0.00251,0.563,0.775,0.0,0.326,-6.433,0.0366,144.945,4,1
30,30.0,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,75,This Is Acting,Sia,88,2016-01-29,211666,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,89.976,4,1
31,31.0,Now and Later,43jBqV3j3Xi1g6wO0bhIMd,54,Now and Later,Sage The Gemini,70,2016-10-14,193181,0.273,0.781,0.57,0.0,0.196,-5.874,0.188,107.059,4,1
32,32.0,Love Me Now,6nxQdXa1uAL0rY72wPZu89,64,DARKNESS AND LIGHT,John Legend,81,2016-12-02,210293,0.591,0.495,0.762,0.0,0.0763,-3.842,0.0862,123.893,4,1
33,33.0,By Your Side,1D3ODoXHBLpdxolZRHWV1j,0,By Your Side,Jonas Blue,80,2016-10-28,201254,0.0778,0.696,0.743,0.0,0.0581,-3.838,0.0331,122.978,4,1
34,34.0,Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,71,Primera Cita,CNCO,75,2016-08-26,222560,0.4,0.761,0.838,0.0,0.176,-3.073,0.0502,93.974,4,1
35,35.0,Alone,0JiVRyTJcJnmlwCZ854K4p,62,Alone,Alan Walker,85,2016-12-02,161200,0.186,0.676,0.929,0.000405,0.121,-3.194,0.0458,97.019,4,1
36,36.0,The Mack,7aV2mflaASUmGhCErm7kBO,0,The Mack,Nevada,53,2016-09-23,167038,0.0707,0.707,0.883,0.0,0.23,-4.281,0.0602,106.031,4,1
37,37.0,I Would Like,4Q4jmPHwu0wrJvqrld0FQ6,57,So Good,Zara Larsson,79,2017-03-17,226720,0.0853,0.486,0.713,0.0,0.0839,-3.949,0.0524,121.028,4,1
38,38.0,Shed a Light,1cG0umU5TKStygKsPFZ9pY,58,Shed a Light,Robin Schulz,83,2016-11-25,191379,0.112,0.483,0.787,0.0,0.257,-5.244,0.102,122.058,4,1
39,39.0,I Took A Pill In Ibiza - Seeb Remix,17Fd6Yb7mSbinKG8LoWfFl,1,"At Night, Alone.",Mike Posner,75,2016-05-06,197933,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0.112,101.965,4,1
40,40.0,We Don't Talk Anymore (feat. Selena Gomez),68EMU2RD1ECNeOeJ5qAXCV,56,Nine Track Mind,Charlie Puth,86,2015-11-05,217706,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,4,1
41,41.0,Hear Me Now,1a5Yu5L18qNxVhXx38njON,51,Hear Me Now,Alok,83,2016-01-01,192846,0.537,0.788,0.43,0.00261,0.0936,-7.757,0.0419,121.996,4,1
42,42.0,Safari,6rQSrBHf7HlZjtcMZ4S4bO,0,Energía,J Balvin,93,2016-06-24,205600,0.551,0.508,0.687,3.41e-06,0.126,-4.361,0.326,180.044,4,1
43,43.0,Broccoli (feat. Lil Yachty),7yyRTcZmCiyzzJlNzGC9Ol,62,Big Baby DRAM,Shelley FKA DRAM,66,2016-10-21,225205,0.236,0.886,0.525,0.0,0.057,-7.39,0.131,145.99,4,1
44,44.0,This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,79,This Is What You Came For (feat. Rihanna),Calvin Harris,87,2016-04-29,222160,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,4,1
45,45.0,"How Far I'll Go - From ""Moana""",5hYTyyh2odQKphUbMqc5gN,0,"How Far I'll Go (From ""Moana"")",Alessia Cara,80,2016-10-28,175517,0.157,0.314,0.555,0.000108,0.067,-9.601,0.37,179.666,4,1
46,46.0,Caroline,5GFDrUTLGJix84sNhjCG0g,0,Caroline,Aminé,76,2016-08-26,209746,0.303,0.945,0.394,0.0,0.131,-8.571,0.492,120.058,4,1
47,47.0,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,75,7/27 (Deluxe),Fifth Harmony,73,2016-05-27,214480,0.103,0.803,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4,1
48,48.0,Vente Pa' Ca (feat. Maluma),7DM4BPaS7uofFul3ywMe46,72,Vente Pa' Ca (feat. Maluma),Ricky Martin,79,2016-09-22,259195,0.00431,0.663,0.92,1.69e-05,0.101,-4.07,0.226,99.935,4,1
49,49.0,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,73,Motivan2,Zion & Lennox,84,2016-09-30,209453,0.0559,0.832,0.772,0.000486,0.44,-5.429,0.1,96.016,4,1
50,50.0,Party Monster,4F7A0DXBrmUAkp32uenhZt,71,Starboy,The Weeknd,97,2016-11-25,249213,0.189,0.573,0.63,2.31e-05,0.259,-8.389,0.105,77.525,4,1
51,51.0,Sexual,3AsAuGTaDQzavZZThyYlop,0,Sexual,NEIKED,74,2016-08-26,188888,0.0623,0.803,0.569,0.0,0.083,-7.392,0.0739,107.986,4,1
52,52.0,Perfect Strangers,1CUVN2kn7mW5FjkqXTR2W1,0,Perfect Strangers,Jonas Blue,80,2016-06-03,196613,0.372,0.742,0.819,0.0,0.277,-5.307,0.0487,117.986,4,1
53,53.0,The Greatest (feat. Kendrick Lamar),7xHWNBFm6ObGEQPaUxHuKO,68,This Is Acting (Deluxe Version),Sia,88,2016-10-21,210226,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4,1
54,54.0,Ride,2Z8WuEywRWYTKe1NybPQEW,80,Blurryface,Twenty One Pilots,85,2015-05-15,214506,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4,1
55,55.0,Bounce Back,0SGkqnVQo9KPytSri1H6cF,71,I Decided.,Big Sean,84,2017-02-03,222360,0.106,0.78,0.575,0.0,0.129,-5.628,0.139,81.502,4,1
56,56.0,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ,70,4 Your Eyez Only,J. Cole,91,2016-12-09,264746,0.352,0.657,0.421,0.000218,0.187,-11.378,0.412,174.063,4,1
57,57.0,Solo Dance,6HUnnBwYZqcED1eQztxMBN,0,Solo Dance,Martin Jensen,73,2016-11-04,174933,0.0435,0.744,0.836,0.0,0.194,-2.396,0.0507,114.965,4,1
58,58.0,Work,14WWzenpaEgQZlqPq2nk4v,0,ANTI (Deluxe),Rihanna,92,2016-01-28,219320,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4,1
59,59.0,Too Good,11KJSRSgaDxqydKYiD2Jew,0,Views,Drake,98,2016-05-06,263373,0.0573,0.804,0.648,3.49e-05,0.102,-7.805,0.117,117.983,4,1
60,60.0,Human,58zsLZPvfflaiIbNWoA22O,75,Human (Deluxe),Rag'n'Bone Man,73,2017-02-10,200186,0.393,0.602,0.707,0.0,0.165,-4.097,0.302,75.087,4,1
61,61.0,Love Yourself,3hB5DgAiMAQ4DzYbsMq1IT,0,Purpose (Deluxe),Justin Bieber,96,2015-11-13,233720,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,4,1
62,62.0,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,Blurryface,Twenty One Pilots,85,2015-05-15,202333,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4,1
63,63.0,Faded,7gHs73wELdeycvS48JfIos,71,Faded,Alan Walker,85,2015-12-04,212626,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,0.0306,90.011,4,1
64,64.0,Sorry,69bp2EbF7Q2rqc5N3ylezZ,0,Purpose (Deluxe),Justin Bieber,96,2015-11-13,200786,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,4,1
65,65.0,Panda,5OOkp4U9P9oL23maHFHL1h,0,New English,Desiigner,69,2016-06-26,246761,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0.449,144.833,4,1
66,66.0,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,77,us,Garrett Nash,70,2016-03-25,251033,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4,1
67,67.0,Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,66,Make Me (Cry),Noah Cyrus,76,2016-11-15,242081,0.592,0.588,0.471,0.00146,0.0733,-7.287,0.0577,152.881,4,1
68,68.0,Water Under the Bridge,4vb4mFvYsr2h6enhjJsq9Y,0,25,Adele,90,2016-06-24,240426,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0.0704,94.982,4,1
69,69.0,Cake By The Ocean,2aFiaMXmWsM3Vj72F9ksBl,0,DNCE,DNCE,75,2016-11-18,219146,0.156,0.774,0.764,0.0,0.0383,-5.445,0.0518,118.997,4,1
70,70.0,The Greatest,6bLopGnirdrilrpdVB6Um1,67,This Is Acting (Deluxe Version),Sia,88,2016-10-21,210920,0.0174,0.639,0.785,0.00107,0.0512,-6.167,0.174,191.95,4,1
71,71.0,Hymn for the Weekend - Seeb Remix,1OAiWI2oPmglaOiv9fdioU,32,A Head Full of Dreams Tour Edition,Coldplay,92,2015-12-04,212647,0.00868,0.564,0.849,4.68e-06,0.12,-3.516,0.0517,102.028,4,1
72,72.0,The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,70,The Ocean (feat. Shy Martin),Mike Perry,72,2016-04-15,183414,0.0225,0.632,0.575,1.81e-06,0.104,-6.478,0.029,90.037,4,1
73,73.0,Lot to Learn,3TRFq09DUgYj1mug6RRqJW,60,TMRW,Luke Christopher,55,2015-09-11,248337,0.0948,0.405,0.846,0.0,0.0666,-3.57,0.195,82.232,4,1
74,74.0,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,75,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,91,2016-06-24,243490,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,169.021,4,1
75,75.0,Light It Up (feat. Nyla & Fuse ODG) - Remix,0L7loeTIg6akW84aEQZpCT,0,Peace Is The Mission: Extended,Major Lazer,79,2015-06-01,166138,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985,4,1
76,76.0,Setting Fires,0B8B8cVRFIG1yznoQe7c9s,0,Setting Fires,The Chainsmokers,86,2016-11-04,247426,0.017,0.626,0.717,0.0,0.261,-5.751,0.0375,105.039,4,1
77,77.0,Controlla,6F609ICg9Spjrw1epsAnpa,0,Views,Drake,98,2016-05-06,245226,0.0773,0.607,0.476,0.0,0.113,-11.076,0.249,122.976,5,1
78,78.0,Deu Onda,0EPxmvsG1BY5td4aTOkWBF,0,Deu Onda,MC G15,68,2016-12-15,144039,0.456,0.931,0.604,0.0,0.0488,-1.41,0.0573,129.926,4,1
79,79.0,La Bicicleta,0sXvAOmXgjR2QUqLK1MltU,57,El Dorado,Shakira,86,2017-05-26,227706,0.198,0.736,0.964,2.32e-06,0.336,-2.147,0.129,179.935,4,1
80,80.0,Shout Out to My Ex,0YHUITU3w6ws1v8ehT264g,0,Glory Days (Deluxe),Little Mix,84,2016-11-18,246240,0.0316,0.774,0.739,5.95e-06,0.119,-4.022,0.0952,126.002,4,1
81,81.0,Into You,7yHEDfrJNd0zWOfXwydNH0,0,Dangerous Woman,Ariana Grande,93,2016-05-20,244453,0.0161,0.636,0.727,1.12e-06,0.151,-5.852,0.106,107.988,4,1
82,82.0,Trust Nobody (feat. Selena Gomez & Tory Lanez),2wDjpPW3HZdA9quPPmZAMu,0,9,Cashmere Cat,62,2017-04-28,215670,0.494,0.42,0.636,0.0,0.122,-7.216,0.22,156.104,5,1
83,83.0,Traicionera,5J1c3M4EldCfNxXwrwt8mT,0,Traicionera,Sebastian Yatra,87,2016-06-24,228466,0.142,0.776,0.669,0.0,0.219,-4.933,0.0638,91.012,4,1
84,84.0,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,70,Sunset Lover,Petit Biscuit,69,2015,237792,0.729,0.783,0.467,0.809,0.109,-9.474,0.0503,90.838,4,1
85,85.0,X (feat. Future),6fwdbPMwP1zVStm8FybmkO,71,Savage Mode,21 Savage,90,2016-07-15,258880,0.373,0.835,0.413,0.00133,0.101,-9.81,0.396,149.004,4,1
86,86.0,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,76,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,65,2016-06-17,177184,0.0312,0.886,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,1
87,87.0,Needed Me,1Tt4sE4pXi57mTD1GCzsqm,0,ANTI,Rihanna,92,2016-01-28,191600,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4,1
88,88.0,7 Years,7129iqBafaphfc3WPCGC0L,49,Lukas Graham (Blue Album),Lukas Graham,76,2015-06-16,237300,0.29,0.742,0.479,0.0,0.391,-5.83,0.0551,119.951,4,1
89,89.0,Juju on That Beat (TZ Anthem),1lItf5ZXJc1by9SbPeljFd,57,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,45,2016-09-30,144244,0.00381,0.807,0.887,0.0,0.391,-3.892,0.275,160.517,4,1
90,90.0,All Time Low,1CnPYaKxTVb4LWOtiGOm0m,70,The Human Condition,Jon Bellion,73,2016-06-10,217603,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,90.246,4,1
91,91.0,Capsize,2XMTqoHHSH0lvuXrvIEdco,66,Truce - EP,FRENSHIP,60,2016-09-02,237706,0.0398,0.683,0.708,0.155,0.686,-6.244,0.0305,92.991,4,1
92,92.0,Send My Love (To Your New Lover),4BHzQ9C00ceJxfG16AlNWb,1,25,Adele,90,2016-06-24,223080,0.0415,0.69,0.524,3.16e-06,0.17,-8.39,0.103,164.023,4,1
93,93.0,Fast Car,6OZh916QF8XNunWaP97WEZ,1,Fast Car,Jonas Blue,80,2015-12-04,212424,0.453,0.459,0.587,0.0,0.307,-6.983,0.0785,113.901,4,1
94,94.0,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,73,24K Magic,Bruno Mars,93,2016-11-17,261240,0.196,0.578,0.574,0.0,0.083,-6.209,0.0454,174.152,4,1
95,95.0,Sneakin’,4ckuS4Nj4FZ7i3Def3Br8W,64,Sneakin’,Drake,98,2016-10-24,251333,0.00496,0.806,0.558,1.45e-06,0.16,-6.538,0.172,85.011,4,1
96,96.0,This Girl (Kungs Vs. Cookin' On 3 Burners),0tICYNayWWhH9GPeFrfjfD,0,Layers,Kungs,75,2016-11-04,195546,0.08,0.793,0.729,3.1e-05,0.317,-4.77,0.0394,121.972,4,1
97,97.0,Shaky Shaky,58IL315gMSTD37DOZPJ2hf,0,Shaky Shaky,Daddy Yankee,94,2016-04-08,234320,0.076,0.899,0.626,0.0,0.0631,-4.228,0.292,88.007,4,1
98,98.0,DUELE EL CORAZON (feat. Wisin),6YZdkObH88npeKrrkb8Ggf,67,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,81,2016-04-18,199693,0.0858,0.716,0.908,0.0,0.135,-3.254,0.103,91.03,4,1
99,99.0,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),40UroIGvsMPLPBYwH8rMNA,0,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,49,2016-09-30,177094,0.153,0.779,0.671,1.12e-05,0.115,-5.829,0.0814,104.953,4,1
100,100.0,Sidewalks,4h90qkbnW1Qq6pBhoPvwko,69,Starboy,The Weeknd,97,2016-11-25,231360,0.147,0.542,0.72,0.0,0.348,-5.136,0.0628,149.828,4,1
101,101.0,Middle,4OZEu0Vwq0RB2LAq14v99n,0,Encore,DJ Snake,82,2016-08-05,220573,0.0199,0.611,0.7,0.0,0.0549,-5.331,0.0436,104.981,4,1
102,102.0,Photograph,6fxVffaTuwjgEk5h9QyRjy,64,x (Wembley Edition),Ed Sheeran,96,2013,258986,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,4,1
103,103.0,Sex,5DA77EqppDmCTWGovd4oTP,0,Sex,Cheat Codes,78,2016-02-19,228361,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,4,1
104,104.0,Final Song,4qqArAiTPueDxIp7cf87h7,65,Final Song,MØ,74,2016-05-13,235826,0.014,0.695,0.672,7.95e-05,0.0756,-6.109,0.0345,104.988,4,1
105,105.0,I Got You,1FUViuNSldssMIawrOXF2i,52,I Got You,Bebe Rexha,82,2016-10-28,191811,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0.0507,97.99,4,1
106,106.0,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,77,When It's Dark Out,G-Eazy,81,2015-12-04,251466,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,4,1
107,107.0,Fresh Eyes,4nMlau89VAjmV7agkl7OY3,0,Fresh Eyes,Andy Grammer,75,2016-01-01,198001,0.562,0.822,0.544,2.4e-05,0.144,-6.797,0.0332,122.047,4,1
108,108.0,Lighthouse - Andrelli Remix,04CttTezSnv71USiiG9mIo,52,Lighthouse (Andrelli Remix),Hearts & Colors,58,2016-11-11,218446,0.0178,0.595,0.662,0.0,0.0804,-6.858,0.0362,96.053,4,1
109,109.0,No Heart,4gmmRb6bZJffOOiww1JGTO,71,Savage Mode,21 Savage,90,2016-07-15,235040,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,140.063,4,1
110,110.0,Six Feet Under,4mU5iXHeLgbR94siF7p1sY,65,Starboy,The Weeknd,97,2016-11-25,237573,0.129,0.772,0.504,0.0,0.125,-8.219,0.0761,140.035,4,1
111,111.0,Dile Que Tu Me Quieres,20ZAJdsKB5IGbGj4ilRt2o,0,Dile Que Tu Me Quieres,Ozuna,91,2016-06-06,226400,0.0998,0.721,0.687,0.0,0.0679,-6.682,0.0782,175.914,4,1
112,112.0,Lean On (feat. MØ & DJ Snake),4WjH9Bzt3kx7z8kl0awxh4,0,Peace Is The Mission,Major Lazer,79,2015-05-29,176561,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,4,1
113,113.0,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",6stYbAJgTszHAHZMPxWWCY,0,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,64,2016-02-22,252003,0.167,0.761,0.829,0.0,0.189,-3.203,0.0681,92.033,4,1
114,114.0,Love on Me,2MHCiOohBZEQuLgDTPvSzF,56,Love on Me,Galantis,81,2016-09-30,205920,0.105,0.562,0.906,0.0,0.145,-2.085,0.0758,124.146,4,1
115,115.0,OOOUUU,7JYsArznYOjX2jsrT3UEnL,65,Herstory,Young M.A,68,2017-04-27,234649,0.533,0.635,0.847,0.0,0.154,-3.152,0.447,166.072,4,1
116,116.0,This Town,5nA67Y0XX9JipZwYxX7Gl7,0,This Town,Niall Horan,81,2016-09-29,232600,0.71,0.687,0.409,0.0,0.126,-7.751,0.0311,111.861,4,1
117,117.0,Redbone,3kxfsdsCpFgN412fpnW85Y,0,"""Awaken, My Love!""",Childish Gambino,82,2016-12-02,326933,0.172,0.745,0.356,0.00943,0.123,-10.425,0.0941,160.033,4,1
118,118.0,Weak,3E2Zh20GDCR9B1EYjfXWyv,0,The Click,AJR,78,2017-06-09,201160,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,123.98,4,1
119,119.0,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,64,x (Wembley Edition),Ed Sheeran,96,2013,281560,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4,1
120,120.0,Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,0,Dancing On My Own,Calum Scott,83,2016-06-03,260004,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,0.0332,112.175,4,1
121,121.0,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,76,Mind Of Mine (Deluxe Edition),ZAYN,81,2016-03-25,202746,0.117,0.584,0.7,0.0,0.0939,-4.275,0.0456,124.944,4,1
122,122.0,Dynamite (feat. Pretty Sister),2Ae5awwKvQpTBKQHr1TYCg,48,Dynamite (feat. Pretty Sister),Nause,51,2016-08-26,195428,0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0.0802,105.055,4,1
123,123.0,Lush Life,1rIKgCH4H52lrvDcz50hS8,76,So Good,Zara Larsson,79,2017-03-17,201122,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,4,1
124,124.0,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,67,So Good,Zara Larsson,79,2017-03-17,224030,0.00778,0.576,0.782,0.0,0.285,-4.825,0.0296,141.153,4,1
125,125.0,No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,68,Coloring Book,Chance the Rapper,81,2016-05-27,304606,0.156,0.652,0.795,0.0,0.123,-5.192,0.174,135.018,4,1
126,126.0,Hello,4sPmO7WMQUAf45kwMOtONw,1,25,Adele,90,2016-06-24,295493,0.336,0.481,0.451,0.0,0.0872,-6.095,0.0347,157.966,4,1
127,127.0,Never Be Like You,12REd1n8PeiHHWOh066tpr,0,Skin,Flume,77,2016-05-27,233337,0.436,0.494,0.559,0.0,0.164,-5.445,0.0565,119.247,4,1
