,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Is hit
4262,Beggin',3Wrjm47oTz2sjIgck11l5e,86,Chosen,Måneskin,82,2017-12-08,211560,0.127,0.714,0.8,0.0,0.359,-4.808,0.0504,134.002,4,0
4263,Apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,75,Cigarettes After Sex,Cigarettes After Sex,81,2017-06-09,290146,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,94.473,4,0
4264,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,78,Freudian,Daniel Caesar,82,2017-08-25,278179,0.422,0.658,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4,0
4265,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,77,Die Lit,Playboi Carti,87,2018-05-11,206333,0.0273,0.657,0.668,0.0,0.32,-6.208,0.136,162.997,4,0
4266,When It Rains It Pours,1mMLMZYXkMueg65jRRWG1l,76,This One's for You,Luke Combs,84,2017-06-02,240760,0.013,0.551,0.801,6.03e-06,0.265,-5.069,0.0303,128.027,4,0
4267,Bored,04sN26COy28wTXYj3dMoiZ,83,Bored,Billie Eilish,93,2017-03-30,180933,0.896,0.614,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4,0
4268,Substance,0MoQI1EZGSHLhd5UBdxPol,80,The Wolf of Grape Street,03 Greedo,72,2018-03-09,219834,0.26,0.599,0.32,0.0,0.106,-13.716,0.0787,70.998,4,0
4269,Dead To Me,6LOZws7T3jqZz78unPgFF9,78,Isolation,Kali Uchis,85,2018-04-06,199505,0.432,0.675,0.761,0.0,0.102,-4.469,0.0466,119.001,4,0
4270,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,77,Goodbye & Good Riddance,Juice WRLD,95,2018-12-10,258475,0.0381,0.742,0.579,0.0,0.0952,-5.024,0.202,144.994,4,0
4271,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,76,ye,Kanye West,96,2018-06-01,271386,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,83.378,4,0
4272,Swim,3M0lSi5WW79CXQamgSBIjx,83,Chase Atlantic,Chase Atlantic,82,2017-10-04,228786,0.27,0.666,0.542,0.0,0.0765,-6.429,0.0392,120.134,4,0
4273,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,80,Little Dark Age,MGMT,79,2018-02-09,299960,0.0102,0.705,0.712,0.000855,0.1,-6.156,0.0385,97.512,4,0
4274,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,76,Isolation,Kali Uchis,85,2018-04-06,207454,0.301,0.702,0.659,0.00201,0.218,-6.766,0.13,79.64,4,0
4275,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,75,Street Gossip,Lil Baby,93,2018-11-30,213287,0.277,0.793,0.395,1.4e-05,0.109,-5.578,0.385,77.027,4,0
4276,Lady May,3t5OV1asJHmOlf23T08CLv,73,Purgatory,Tyler Childers,77,2017-08-04,183533,0.881,0.539,0.16,0.000268,0.105,-13.285,0.0329,81.446,4,0
4277,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,75,Too Hard,Lil Baby,93,2017-12-01,162053,0.217,0.877,0.517,0.0,0.143,-5.426,0.0706,119.996,4,0
4278,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,75,Ctrl,SZA,87,2017-06-09,231253,0.131,0.692,0.684,0.0,0.156,-7.364,0.155,112.912,4,0
4279,She Got the Best of Me,698eQRku24PIYPQPHItKlA,74,This One's for You Too (Deluxe Edition),Luke Combs,84,2018-06-01,183160,0.0292,0.533,0.907,0.0,0.386,-3.793,0.0406,150.99,4,0
4280,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,76,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,0,2018-12-14,205800,0.0622,0.715,0.639,0.0,0.157,-5.017,0.0752,149.996,4,0
4281,Life Goes On,2bSk87AVkCIIC3Bcligq1z,74,Harder Than Ever,Lil Baby,93,2018-05-18,247054,0.0021,0.716,0.541,0.0,0.115,-7.909,0.149,139.978,4,0
4282,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,75,Die Lit,Playboi Carti,87,2018-05-11,192026,0.0119,0.725,0.725,0.0,0.086,-6.067,0.159,140.003,4,0
4283,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,76,ye,Kanye West,96,2018-06-01,215320,0.376,0.669,0.419,0.0,0.187,-6.724,0.522,109.813,4,0
4284,8TEEN,5bgwqaRSS3M8WHWruHgSL5,76,American Teen,Khalid,90,2017-04-27,228600,0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4,0
4285,Telephones,0JIMT9gzLIIz0esKLyjbKf,76,Changes,Vacations,74,2018,212432,0.00283,0.526,0.447,0.0301,0.109,-9.268,0.0274,74.995,4,0
4286,Location,3yk7PJnryiJ8mAPqsrujzf,74,Playboi Carti,Playboi Carti,87,2017-04-14,168783,0.33,0.717,0.79,0.000125,0.518,-4.213,0.2,125.985,4,0
4287,Television / So Far So Good,5OUTFH5acycdnf8OVo21Gv,78,Apricot Princess,Rex Orange County,83,2017-04-26,262600,0.592,0.405,0.505,0.0,0.121,-7.75,0.0458,164.971,4,0
4288,Nobody,2P5yIMu2DNeMXTyOANKS6k,78,Be the Cowboy,Mitski,85,2018-08-17,193429,0.07,0.398,0.717,0.0,0.085,-5.253,0.0398,117.296,4,0
4289,Best Friend,47Bg6IrMed1GPbxRgwH2aC,77,Best Friend,Rex Orange County,83,2017-01-25,262231,0.395,0.575,0.714,0.0,0.115,-5.247,0.0596,144.982,4,0
4290,Sunsetz,69UqtTHfUKAJweQwEStRzC,73,Cigarettes After Sex,Cigarettes After Sex,81,2017-06-09,214680,0.0542,0.412,0.477,0.798,0.0975,-9.381,0.029,75.302,4,0
4291,Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,73,This One's for You,Luke Combs,84,2017-06-02,222533,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,4,0
4292,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,74,"How to: Friend, Love, Freefall",Rainbow Kitten Surprise,74,2018-04-06,152293,0.632,0.744,0.516,0.0,0.605,-6.365,0.0513,97.944,4,0
4293,Hex,7D7e6hm2LiNd6nLuJF6K9Q,75,Hex,80purppp,65,2018-03-12,122221,0.872,0.845,0.398,0.00713,0.159,-15.781,0.268,109.996,4,0
4294,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,76,Sunflower,Rex Orange County,83,2017-03-22,252230,0.646,0.384,0.765,0.00352,0.522,-4.463,0.0579,129.903,4,0
4295,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,76,In Tongues (Deluxe),Joji,84,2018-02-14,126312,0.964,0.577,0.387,0.705,0.208,-8.607,0.274,146.565,1,0
4296,Caroline,5hTpBe8h35rJ67eAWHQsJx,74,Good For You,Aminé,76,2017-07-28,209640,0.17,0.94,0.335,0.0,0.262,-10.179,0.505,120.04,4,0
4297,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,75,Pretty Girl,Clairo,81,2017-08-04,178352,0.593,0.93,0.611,0.00124,0.0592,-4.406,0.0415,112.127,4,0
4298,Crew (feat. Brent Faiyaz & Shy Glizzy),15EPc80XuFrb2LmOzGjuRg,73,At What Cost,GoldLink,71,2017-03-24,176702,0.133,0.728,0.607,0.0,0.0864,-8.417,0.132,129.938,4,0
4299,Trust,0oufSLnKQDoBFX5mgkDCgR,75,Lost,Brent Faiyaz,82,2018-10-19,158420,0.224,0.764,0.394,8.71e-05,0.119,-8.559,0.154,92.011,4,0
4300,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,73,Glockoma,Key Glock,80,2018-11-23,131600,0.0394,0.828,0.434,0.0,0.0806,-10.609,0.301,115.071,4,0
4301,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,76,Be the Cowboy,Mitski,85,2018-08-17,137141,0.0467,0.497,0.638,0.0,0.385,-5.31,0.0274,172.01,4,0
4302,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,73,Brett Young,Brett Young,72,2017-02-10,224853,0.386,0.607,0.536,0.0,0.102,-7.306,0.0305,147.986,4,0
4303,My Ordinary Life,6tMdpUXfT70TD6Eh3XfB1p,79,My Ordinary Life,The Living Tombstone,76,2017-11-23,230894,0.00533,0.648,0.827,0.338,0.217,-4.78,0.042,176.005,4,0
4304,Clean White Noise - Loopable with no fade,2bRKxuH1o7pTmb1y4GfdEc,81,Best White Noise for Baby Sleep - Loopable with No Fade,White Noise Baby Sleep,75,2017-01-08,90228,0.791,0.0,0.00342,1.0,0.111,-28.46,0.0,0.0,0,0
4305,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,71,If I Know Me,Morgan Wallen,88,2018-04-27,208280,0.0468,0.604,0.879,0.0,0.0909,-3.388,0.0322,137.983,4,0
4306,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,78,Narrated For You,Alec Benjamin,81,2018-11-16,218893,0.388,0.723,0.504,7.4e-05,0.087,-5.572,0.0392,133.975,4,0
4307,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,84,Illuminate (Deluxe),Shawn Mendes,90,2017-04-20,199440,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,4,0
4308,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,82,X 100PRE,Bad Bunny,100,2018-12-23,169247,0.0626,0.672,0.594,5.14e-05,0.152,-6.813,0.0789,171.854,4,0
4309,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,73,Trip,Jhené Aiko,82,2017-09-22,276960,0.316,0.741,0.61,0.0,0.534,-7.34,0.0511,125.99,4,0
4310,Black & White,1fCeXjoRExPP2qwSBh2aST,74,Goodbye & Good Riddance,Juice WRLD,95,2018-12-10,186945,0.0802,0.776,0.736,0.0,0.159,-4.612,0.247,147.946,4,0
4311,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,74,Goodie Bag,Still Woozy,74,2017-11-05,146390,0.821,0.739,0.522,0.00124,0.233,-12.304,0.151,138.263,4,0
4312,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,76,Prom Queen,Beach Bunny,74,2018-08-10,136562,0.000391,0.528,0.797,0.011,0.14,-7.487,0.0485,143.785,4,0
4313,Losin Control,4cxMGhkinTocPSVVKWIw0d,73,There's Really A Wolf,Russ,82,2017-05-05,237506,0.515,0.759,0.245,0.000154,0.102,-6.545,0.138,96.992,4,0
4314,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,74,Swimming,Mac Miller,88,2018-08-03,271733,0.814,0.516,0.546,4.5e-06,0.0995,-9.105,0.249,78.267,4,0
4315,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX,71,If I Know Me,Morgan Wallen,88,2018-04-27,197253,0.0813,0.589,0.882,0.0,0.146,-3.039,0.035,129.915,4,0
4316,Russian Cream,03ThZweiBWFP8tOGsk6QMO,71,Glock Bond,Key Glock,80,2018-02-02,142497,0.11,0.867,0.774,0.0,0.157,-5.791,0.315,130.007,4,0
4317,All Mine,3U21A07gAloCc4P7J8rxcn,74,ye,Kanye West,96,2018-06-01,145506,0.123,0.925,0.31,0.0,0.0931,-6.531,0.291,121.927,4,0
4318,772 Love,230wNo1dnexltKYQbsW7oD,73,772 Love,YNW Melly,79,2017-10-16,209488,0.226,0.676,0.623,1.66e-05,0.159,-7.297,0.0352,111.466,4,0
4319,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,79,Z-Sides,Tom Rosenthal,72,2018-10-26,193749,0.981,0.44,0.04,0.465,0.111,-16.887,0.0322,135.965,4,0
4320,Show Me How,01TyFEZu6mHbffsVfxgrFn,74,Show Me How,Men I Trust,70,2018-02-28,215110,0.674,0.791,0.267,0.534,0.102,-11.997,0.0415,165.99,4,0
4321,Rumor,56eGOeSsqdg3FLxdo83TwV,71,Lee Brice,Lee Brice,75,2017-11-03,198440,0.749,0.655,0.56,0.0,0.115,-6.857,0.0486,140.975,4,0
4322,Motion Sickness,5xo8RrjJ9CVNrtRg2S3B1R,74,Stranger in the Alps,Phoebe Bridgers,79,2017-09-22,229760,0.774,0.651,0.546,0.0437,0.0842,-9.021,0.0357,107.021,4,0
4323,First Day Out,3muBQDekYAg7jm6hDu6R0Z,71,My Moment,Tee Grizzley,74,2017-04-07,254693,0.171,0.587,0.711,0.0,0.125,-6.33,0.42,98.008,4,0
4324,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,71,From The D To The A (feat. Lil Yachty),Tee Grizzley,74,2017-03-17,158684,0.195,0.851,0.625,0.0,0.266,-5.417,0.303,99.061,4,0
4325,Unbothered,5hwUsRKvnO5yThjVrxHQVt,74,STOKELEY,Ski Mask The Slump God,81,2018-11-30,138426,0.222,0.884,0.445,0.0,0.112,-10.58,0.418,125.008,4,0
4326,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,72,The Thrill Of It All (Special Edition),Sam Smith,86,2017-11-03,201000,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,4,0
4327,Heaven,1HXy5I3HTWq8OvxCn0z7G7,71,Kane Brown (Deluxe Edition),Kane Brown,79,2017-10-06,179506,0.263,0.677,0.556,0.0,0.105,-6.544,0.0306,80.006,4,0
4328,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,74,You Will Regret (Reloaded),Ski Mask The Slump God,81,2018-02-02,210386,0.111,0.8,0.591,0.0,0.429,-8.808,0.271,117.003,4,0
4329,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,77,i wanna be your girlfriend,girl in red,81,2018-03-02,204990,0.0217,0.54,0.381,0.000687,0.305,-14.323,0.0347,155.882,4,0
4330,High Enough,1qwno7xb5mJe71xtMS6jl2,76,Every Where Is Some Where,K.Flay,73,2017-04-07,231600,0.0301,0.606,0.62,0.0916,0.167,-5.005,0.0298,88.984,4,0
4331,Sports,77G0k1La0c5Dw8bAFANcyp,74,Sports,Beach Bunny,74,2018-01-01,164165,0.000653,0.231,0.877,0.026,0.0694,-5.278,0.0574,186.142,4,0
4332,Falling for U,2xhGZ3WzOa3tir28y7Cb88,74,Falling for U,Peachy!,63,2017-08-14,124000,0.748,0.719,0.36,2.18e-06,0.0812,-12.034,0.398,80.184,4,0
4333,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,72,Die Lit,Playboi Carti,87,2018-05-11,211773,0.283,0.472,0.861,0.0,0.83,-3.966,0.0447,144.077,4,0
4334,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,75,Loving Is Easy,Rex Orange County,83,2017-10-11,155720,0.217,0.756,0.609,0.00474,0.096,-7.927,0.0544,117.023,4,0
4335,What Once Was,1XrSjpNe49IiygZfzb74pk,74,Songs of Her's,Her's,69,2017-05-12,255067,0.172,0.526,0.877,0.0108,0.223,-4.369,0.033,145.568,3,0
4336,Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,76,"Come Over When You're Sober, Pt. 1",Lil Peep,87,2017-08-15,231546,0.0262,0.534,0.583,0.0,0.421,-8.672,0.0288,105.997,4,0
4337,Hold On,5vjLSffimiIP26QG5WcN2K,80,Hold On,Chord Overstreet,69,2017-02-03,198853,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,119.949,4,0
4338,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,76,ASTROWORLD,Travis Scott,92,2018-08-03,190557,0.0531,0.763,0.628,0.0,0.114,-5.85,0.05,140.958,4,0
4339,Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,74,Lo Que Siento,Cuco,74,2017-05-25,312000,0.503,0.326,0.685,0.0,0.427,-5.576,0.179,86.882,5,0
4340,Blood // Water,7clyJIrLkEbXUDwj1tC9zz,70,a modern tragedy vol. 1,grandson,74,2018-06-15,214520,0.00163,0.504,0.891,0.00199,0.148,-5.632,0.137,153.988,4,0
4341,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,73,Flaming Hot Cheetos,Clairo,81,2017-06-14,123884,0.865,0.817,0.551,0.000151,0.101,-9.33,0.133,109.966,4,0
4342,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,69,If I Know Me,Morgan Wallen,88,2018-04-27,221880,0.568,0.702,0.711,0.0,0.104,-6.697,0.0248,99.988,4,0
4343,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,69,Rearview Town,Jason Aldean,80,2018-04-13,196800,0.143,0.375,0.574,0.0,0.11,-5.305,0.0315,132.025,3,0
4344,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,79,Only Human (Deluxe),Calum Scott,83,2018-03-09,260285,0.837,0.681,0.174,3.35e-05,0.0983,-8.745,0.0315,112.672,4,0
4345,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,71,Lil Boat 2,Lil Yachty,82,2018-03-09,139845,0.0515,0.769,0.807,0.0,0.111,-2.966,0.306,82.422,4,0
4346,The Weekend,6gU9OKjOE7ghfEd55oRO57,72,Ctrl,SZA,87,2017-06-09,272186,0.242,0.4,0.366,0.0,0.126,-9.405,0.0597,73.313,3,0
4347,Sorry Not Sorry,0yvPEnB032fojLfVluFjUv,76,Tell Me You Love Me,Demi Lovato,85,2017-09-29,203760,0.0242,0.706,0.643,0.0,0.262,-6.929,0.234,143.931,4,0
4348,Getaway Car,0VE4kBnHJUgtMf0dy6DRmW,76,reputation,Taylor Swift,98,2017-11-10,233626,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,4,0
4349,White Noise - 145 hz,6H4B9gJD6eQlNoEh8q85pP,73,Unison,Granular,71,2017-10-13,135483,0.944,0.0,2.03e-05,0.869,0.112,-40.449,0.0,0.0,0,0
4350,Down Below,4SWWe2OYC4mqf40Gc2RSdl,74,Feed Tha Streets II,Roddy Ricch,84,2018-11-02,224002,0.036,0.926,0.454,0.000422,0.0896,-9.932,0.0732,119.969,4,0
4351,Drip or Drown,6ZthdsKjWtiCxnxbhs74vF,72,Drip or Drown,Gunna,91,2017-11-30,126168,0.774,0.952,0.478,0.0,0.112,-8.52,0.361,118.008,4,0
4352,Speechless,3GJ4hzg4lrGwU51Y3VARbF,71,Dan + Shay,Dan + Shay,77,2018-06-22,213386,0.356,0.616,0.438,0.0,0.24,-5.968,0.0298,135.929,4,0
4353,RIP Roach,658I1uDnmLSiltFCf98AWE,76,Revenge,XXXTENTACION,92,2017-05-16,169978,0.398,0.727,0.62,0.0,0.0926,-6.443,0.306,105.003,4,0
4354,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,79,Only Human (Deluxe),Calum Scott,83,2018-03-09,204326,0.918,0.329,0.235,0.0,0.137,-7.699,0.0303,171.006,3,0
4355,If You Want Love,3i5qVV8azKqGFK4Gzdt5YS,74,Perception,NF,84,2017-10-06,199386,0.659,0.551,0.386,0.0,0.125,-10.22,0.132,116.409,1,0
4356,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,74,Revenge,XXXTENTACION,92,2017-05-16,101851,0.0179,0.755,0.695,0.0,0.107,-5.963,0.26,128.063,4,0
4357,Watching Him Fade Away,2QzKAF0y1BQhxwg8N05Uog,73,This Old Dog,Mac DeMarco,82,2017-05-05,143080,0.981,0.74,0.072,0.00698,0.111,-17.984,0.0713,139.081,4,0
4358,Love Scars,0AICBlLzFCTpUqmAbtzB2z,71,A Love Letter To You,Trippie Redd,88,2017-05-14,143969,0.000404,0.659,0.614,0.0,0.123,-7.32,0.0541,119.405,4,0
4359,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,73,"Don't Forget About Me, Demos",Dominic Fike,79,2018-10-16,97960,0.114,0.762,0.604,0.0,0.0271,-5.296,0.11,168.007,4,0
4360,This Town,0qvzXomUDJVaUboy2wMfiS,76,Flicker (Deluxe),Niall Horan,81,2017-10-20,232852,0.712,0.677,0.401,0.0,0.116,-8.467,0.0308,111.825,4,0
4361,Dark Knight Dummo,4apiNNK0jp9uqn3JDG9My1,71,LIFE'S A TRIP,Trippie Redd,88,2018-08-10,256162,0.167,0.28,0.821,0.0,0.139,-2.864,0.111,181.444,3,0
4362,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,70,From A Room: Volume 1,Chris Stapleton,81,2017-05-05,180906,0.134,0.613,0.564,1.65e-06,0.0585,-7.085,0.0251,78.388,4,0
4363,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o,69,Live on Red Barn Radio I & II,Tyler Childers,77,2018-06-29,175120,0.806,0.447,0.341,2.05e-06,0.686,-9.769,0.0457,138.969,4,0
4364,Hug Me,6eVM9lCmIqwGTUOoeH61Lu,73,Despicable Me 3 (Original Motion Picture Soundtrack),Various Artists,0,2017-06-23,140733,0.0684,0.842,0.622,0.0,0.33,-5.437,0.0967,139.927,4,0
4365,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd,75,Greatest Hits: God's Favorite Band,Green Day,83,2017-11-17,262333,0.00552,0.496,0.682,2.94e-05,0.0589,-4.095,0.0294,167.06,4,0
4366,For the Last Time,240audWazVjwvwh7XwfSZE,71,For the Last Time,$uicideboy$,87,2017-09-05,156081,0.0735,0.844,0.533,3.46e-06,0.0953,-9.612,0.552,140.078,4,0
4367,White Noise - 500 hz,65rkHetZXO6DQmBh3C2YtW,73,Unison,Granular,71,2017-10-13,147096,0.923,0.0,4.98e-05,0.297,0.11,-32.354,0.0,0.0,0,0
4368,You Say,6Up545NUflOiXo8cEraH49,74,Look Up Child,Lauren Daigle,72,2018-09-07,274693,0.682,0.494,0.632,0.0,0.0869,-6.89,0.0342,147.873,4,0
4369,I Hear a Symphony,3KfTWH9HcFZtOnZXaMT0Rt,73,Flying,Cody Fry,67,2017-10-06,185176,0.925,0.189,0.243,0.0288,0.117,-8.157,0.0345,51.67,4,0
4370,K.,7LX4aXtvImhdgUHQBlo8Kp,70,Cigarettes After Sex,Cigarettes After Sex,81,2017-06-09,319560,0.146,0.454,0.404,0.819,0.141,-10.26,0.027,94.113,4,0
4371,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,69,Purgatory,Tyler Childers,77,2017-08-04,280786,0.114,0.607,0.739,0.000234,0.192,-5.503,0.0274,84.467,4,0
4372,Myself,05nbZ1xxVNwUTcGwLbp7CN,70,NAV,NAV,80,2017-02-24,226040,0.648,0.749,0.398,1.26e-06,0.115,-7.44,0.171,80.032,4,0
4373,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,75,Freudian,Daniel Caesar,82,2017-08-25,209831,0.808,0.524,0.364,0.0,0.1,-10.209,0.0367,75.24,4,0
4374,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,68,The Click (Deluxe Edition),AJR,78,2018-09-21,212373,0.0364,0.454,0.66,0.0,0.181,-4.357,0.168,184.353,4,0
4375,Tequila,42fw0rxRO2xbesF6mJfd4Y,70,Dan + Shay,Dan + Shay,77,2018-06-22,196746,0.0312,0.489,0.581,0.0,0.132,-5.731,0.0281,86.016,4,0
4376,Talk Too Much,4djIFfof5TpbSGRZUpsTXq,71,How Will You Know If You Never Try,COIN,72,2017-04-21,187133,0.00947,0.598,0.888,0.0,0.347,-5.119,0.0807,103.966,4,0
4377,beamer boy,7hf89cT5FEmLV5E9fjrjG7,73,beamer boy,Lil Peep,87,2017-06-08,203373,0.0509,0.743,0.732,1.77e-05,0.227,-4.511,0.104,123.994,4,0
4378,Into It,4HwDCXsMBC7SUdp2WT4MZP,77,Chase Atlantic,Chase Atlantic,82,2017-10-04,196767,0.0503,0.518,0.572,2.41e-05,0.129,-6.706,0.0416,130.053,4,0
4379,Heart Mind,2OPxM2L3KtuehqY24vTMGs,72,FEMA (Finesse Elevate Motivate Achieve),Kodak Black,86,2017-10-31,203840,0.0274,0.921,0.641,0.0,0.0645,-6.491,0.166,144.986,4,0
4380,Used To,0WZFN4E8HrmGUU0EMyKQ8c,71,Goodbye & Good Riddance,Juice WRLD,95,2018-12-10,176443,0.0963,0.631,0.709,0.0,0.376,-4.666,0.0505,84.504,4,0
4381,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,71,Ctrl,SZA,87,2017-06-09,231400,0.491,0.577,0.523,0.0,0.147,-5.538,0.0429,134.93,4,0
4382,Major (feat. Key Glock),3Yt2ph8Ko0JBANpdawzSF2,68,Role Model,Young Dolph,78,2018-09-21,195546,0.0111,0.907,0.651,0.000433,0.108,-5.661,0.312,147.026,4,0
4383,Moonlight Shawty,7wkgkIBYBH3xV2ob9Zmh87,72,Moonlight Shawty,Fatboibari,64,2018-09-06,167994,0.835,0.671,0.184,0.0011,0.0794,-15.541,0.123,106.04,4,0
4384,Easily,2k9N4caeCIJLOWwWwssrEM,74,A Song For Every Moon,Bruno Major,74,2017-08-31,210240,0.491,0.772,0.256,0.00612,0.144,-8.545,0.0481,118.902,3,0
4385,do re mi,6Se3x9ANMLv0dCDsjGmEjh,72,digital druglord,blackbear,86,2017-04-21,212027,0.00522,0.745,0.593,5.06e-06,0.123,-6.35,0.0524,111.001,3,0
4386,affection,2lTtnKQgjbrBA1qnOFhBkP,72,we just need some time together,BETWEEN FRIENDS,65,2018-04-05,235225,0.516,0.273,0.565,1.68e-06,0.0855,-7.283,0.248,179.518,4,0
4387,Glitter,0qtK3XwbuG153dmwB8iepL,70,Flower Boy,"Tyler, The Creator",90,2017-07-21,224893,0.306,0.449,0.434,2.76e-06,0.633,-11.777,0.243,78.57,5,0
4388,Slow Dance In A Parking Lot,6MBUUSIWCzaXW4q58Ktrv9,69,Home State,Jordan Davis,74,2018-03-23,193929,0.301,0.523,0.837,0.0,0.172,-4.494,0.0335,82.006,4,0
4389,Noticed,7zLYKWcXnYeHHWidalz7rj,74,Northsbest (Extended),Lil Mosey,77,2018-10-19,165000,0.462,0.699,0.558,0.0,0.116,-7.622,0.0603,79.992,4,0
4390,Marlboro Nights,755inykyaG4w22GWAsA3MX,73,Marlboro Nights,Lonely God,63,2018-06-28,68522,0.00237,0.466,0.823,0.000321,0.332,-6.635,0.311,175.797,4,0
4391,I'll Be Fine,0INehbMZOFPnaPBAjK97i3,70,Goodbye & Good Riddance,Juice WRLD,95,2018-12-10,244193,0.000616,0.523,0.678,0.0,0.142,-6.071,0.0692,159.909,4,0
4392,While We're Young,4mL59LVbKgOpEACxraGYdr,70,Trip,Jhené Aiko,82,2017-09-22,236160,0.104,0.649,0.791,1.97e-06,0.108,-6.013,0.193,128.023,4,0
4393,Eyes On You,5AnSllIrgGsCZzZJkVnApx,69,Lambs & Lions,Chase Rice,68,2017-11-17,182493,0.323,0.606,0.652,0.0,0.201,-6.982,0.0281,97.155,4,0
4394,No Auto Durk,4VcPtoOpK3oBMDZJ9Ptp9f,69,"Lil Durk Presents: Only the Family Involved, Vol. 2",Only The Family,68,2018-12-21,184258,0.00822,0.765,0.553,0.0,0.206,-7.116,0.358,154.971,4,0
4395,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g,71,Sold Out Dates (feat. Lil Baby),Gunna,91,2018-04-16,166368,0.469,0.817,0.556,0.0,0.131,-7.178,0.14,126.991,4,0
4396,No Lie,48QmG1dfvMuYLxMPt7KSRA,83,Mad Love The Prequel,Sean Paul,85,2018-06-29,221176,0.0466,0.742,0.882,0.0,0.206,-2.862,0.117,102.04,4,0
4397,Potato Salad,1jzIJcHCXneHw7ojC6LXiF,71,Potato Salad,"Tyler, The Creator",90,2018-09-28,182493,0.308,0.538,0.612,0.0,0.213,-6.02,0.424,168.197,4,0
