,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,Is hit,Pop,Rock,Country,R&B,Hiphop
4703,4703,El Incomprendido,2mL37yB3f3Lfy4iiXV02Qf,69,La 167,Farruko,90,2021-10-01,267546,0.113,0.754,0.841,0.0,0.466,-3.19,0.135,128.019,4,2022,1,0,0,0,0,0
4704,4704,Off The Grid,6LNoArVBBVZzUTUiAX2aKO,75,Donda,Kanye West,96,2021-08-29,339249,0.0438,0.546,0.64,0.0,0.137,-5.582,0.37,137.728,4,2022,1,0,0,0,0,0
4705,4705,Rolling in the Deep,6IAZHEBUIGJ6NJKxxOBIEr,42,21,Adele,90,2011-01-19,228093,0.138,0.73,0.769,0.0,0.0473,-5.114,0.0298,104.948,4,2022,1,1,0,0,0,0
4706,4706,Classic,6FE2iI43OZnszFLuLtvvmg,81,MKTO,MKTO,72,2012,175426,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,4,2022,1,1,0,0,0,0
4707,4707,Someone Like You,5lkpeJwmQKgY3bX2zChjxX,45,21,Adele,90,2011-01-19,285240,0.893,0.556,0.319,0.0,0.0996,-8.251,0.0281,135.187,4,2022,1,1,0,0,0,0
4708,4708,Revoada No Colchão,4kGdnA7FzSVsXC29LPghej,75,Revoada No Colchão,Zé Felipe,81,2021-09-17,153448,0.231,0.704,0.936,0.0,0.192,-2.714,0.058,170.063,4,2022,1,0,0,0,0,0
4709,4709,Teenagers,7j31rVgGX9Q2blT92VBEA0,79,The Black Parade,My Chemical Romance,80,2006-10-23,161920,0.0506,0.463,0.857,0.0,0.184,-3.063,0.0632,111.647,4,2022,1,0,1,0,0,0
4710,4710,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,81,Donda,Kanye West,96,2021-08-29,226652,0.00904,0.798,0.545,9.48e-05,0.258,-6.466,0.168,118.029,4,2022,1,0,0,0,0,0
4711,4711,MAMMAMIA,78SCmQ8A7KQSMdkem2SwBP,71,MAMMAMIA,Måneskin,82,2021-10-08,186809,0.000615,0.767,0.678,0.0,0.0952,-3.284,0.0686,142.06,4,2022,1,0,0,0,0,0
4712,4712,Coração Cachorro,2RGIuYTsyyHoOCqW0krvNE,73,Coração Cachorro,Avine Vinny,67,2021-09-10,150802,0.439,0.739,0.758,0.0017,0.137,-4.096,0.0372,151.924,4,2022,1,0,0,0,0,0
4713,4713,edamame (feat. Rich Brian),5rW7qTn83sCKtqBoneJs63,70,eat ya veggies,bbno$,78,2021-10-08,133706,0.0229,0.815,0.849,0.000176,0.026,-4.704,0.114,106.035,4,2022,1,0,0,0,0,0
4714,4714,Ateo,5xiAfKzE3mbxYbOkUZPR11,73,Ateo,C. Tangana,83,2021-10-07,239925,0.142,0.826,0.74,2.59e-05,0.175,-4.45,0.0368,130.025,4,2022,1,0,0,0,0,0
4715,4715,Flocky Flocky (feat. Travis Scott),25r6MZ4Gtd76l43qnZI1DG,68,Life of a DON,Don Toliver,84,2021-10-08,183513,0.0252,0.8,0.541,0.0,0.146,-5.05,0.0375,135.99,4,2022,1,1,0,0,0,0
4716,4716,Está Dañada,6G2xXQRSZlEzYsUEb3uvuR,75,Alma Vacía,Ivan Cornejo,71,2021-08-20,214148,0.38,0.405,0.565,0.0195,0.107,-9.266,0.0372,159.892,3,2022,1,0,0,0,0,0
4717,4717,Savage,3dbLT62Cvs46Ju7a8gpr36,76,Savage - The 1st Mini Album,aespa,75,2021-10-05,238143,0.124,0.727,0.879,1.17e-05,0.244,-1.167,0.129,146.959,4,2022,1,0,0,0,0,0
4718,4718,Red Eye (feat. TroyBoi),24OeEKPQ8qqNZnPevRHxUT,71,Justice (The Complete Edition),Justin Bieber,97,2021-10-08,187452,0.0501,0.815,0.816,0.000887,0.0761,-4.393,0.0513,96.033,4,2022,1,1,0,0,0,0
4719,4719,When We Were Young,6O5TrlFWTYvznd9fMC0VvU,76,25,Adele,90,2015-11-20,290900,0.303,0.376,0.595,0.0,0.095,-5.936,0.0496,144.361,4,2022,1,1,0,0,0,0
4720,4720,Ela e Ela,7pvrsbBKUQI2QmA74WCJa5,68,Chaaama,Zé Neto & Cristiano,81,2021-10-07,168644,0.279,0.578,0.669,0.0,0.171,-4.748,0.0341,110.001,4,2022,1,0,0,0,0,0
4721,4721,Love In The Dark,0DuWDLjriRPjDRoPgaCslY,75,25,Adele,90,2015-11-20,285935,0.528,0.331,0.341,0.0,0.109,-6.057,0.0309,109.821,4,2022,1,1,0,0,0,0
4722,4722,Acapulco,3eJH2nAjvNXdmPfBkALiPZ,82,Acapulco,Jason Derulo,85,2021-09-03,139672,0.051,0.774,0.792,0.0,0.155,-4.021,0.0523,122.062,4,2022,1,1,0,0,0,0
4723,4723,Set Fire to the Rain,7j4OmvkjRz0PrjFADlHfQx,36,21,Adele,90,2011-01-19,242973,0.00408,0.603,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,4,2022,1,1,0,0,0,0
4724,4724,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",4yNoUQkYf1QF8iYlEzNynH,73,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,74,2021-10-08,279853,0.0045,0.739,0.74,0.0,0.161,-5.86,0.333,75.575,4,2022,1,0,0,0,0,0
4725,4725,Você Beberia Ou Não Beberia?,2ixi9HWJw5lnLDmRMsiCS5,66,Chaaama,Zé Neto & Cristiano,81,2021-10-07,154662,0.562,0.587,0.774,0.0,0.071,-4.719,0.0665,75.895,4,2022,1,0,0,0,0,0
4726,4726,I Love You So,1175r6ZmkUjX8dRJLz9Ohk,21,Songs for Dads,The Walters,78,2014-11-28,160253,0.65,0.578,0.669,0.0,0.13,-4.898,0.0377,75.995,4,2022,1,0,0,0,0,0
4727,4727,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",0DsPj89zlY3Us7xb5cXK5h,70,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",DJ Patrick Muniz,63,2021-09-28,214270,0.63,0.863,0.701,0.000583,0.276,-5.038,0.212,129.911,4,2022,1,0,0,0,0,0
4728,4728,"Ptazeta: Bzrp Music Sessions, Vol. 45",4axxCbc4tWlpqHP5UbJMc3,71,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,86,2021-10-06,161485,0.0424,0.829,0.81,0.0,0.0748,-4.801,0.144,114.044,4,2022,1,0,0,0,0,0
4729,4729,WFM,18ddJHQ7CUzNBiy55L0Xjj,25,WFM,RealestK,69,2021-10-06,136000,0.72,0.437,0.184,0.00253,0.113,-17.667,0.0313,80.088,4,2022,1,0,0,0,0,0
4730,4730,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,87,Easy On Me,Adele,90,2021-10-14,224694,0.578,0.604,0.366,0.0,0.133,-7.519,0.0282,141.981,4,2022,1,1,0,0,0,0
4731,4731,My Universe,46HNZY1i7O6jwTA7Slo2PI,83,Music Of The Spheres,Coldplay,92,2021-10-15,226198,0.0114,0.573,0.711,0.0,0.328,-6.268,0.0406,105.006,4,2022,1,1,0,0,0,0
4732,4732,Let Somebody Go,4cGqn0E8JCSY9gQllQj4Mf,76,Music Of The Spheres,Coldplay,92,2021-10-15,241595,0.193,0.592,0.342,0.00245,0.11,-8.93,0.0339,130.953,4,2022,1,1,0,0,0,0
4733,4733,Índigo,4knc1Fp3kbuq8bH2byOvLu,78,Índigo,Camilo,85,2021-10-13,214933,0.00884,0.748,0.779,3.96e-05,0.113,-6.659,0.0342,128.91,4,2022,1,0,0,0,0,0
4734,4734,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,75,Punk,Young Thug,90,2021-10-15,165066,0.0536,0.91,0.585,0.0,0.127,-7.572,0.257,129.011,4,2022,1,0,0,0,0,1
4735,4735,I Love You So,4SqWKzw0CbA05TGszDgMlc,88,I Love You So,The Walters,78,2014-11-28,160239,0.583,0.575,0.648,0.0,0.115,-4.891,0.0358,75.977,4,2022,1,0,0,0,0,0
4736,4736,Send My Love (To Your New Lover),563SfWAHJs4FBZMkRN0IFN,71,25,Adele,90,2015-11-20,223078,0.0355,0.688,0.533,3.48e-06,0.172,-8.363,0.0865,164.069,4,2022,1,1,0,0,0,0
4737,4737,Chasing Pavements,0Z5ok0QLLttAKsujOZYOXf,70,19,Adele,90,2008-01-27,210506,0.291,0.616,0.47,0.0,0.111,-6.092,0.0253,80.03,4,2022,1,1,0,0,0,0
4738,4738,Make You Feel My Love,273QnyCvJB65rScHJ1nPZb,74,19,Adele,90,2008-01-27,212040,0.907,0.317,0.172,0.000383,0.105,-10.636,0.0326,65.18,3,2022,1,1,0,0,0,0
4739,4739,All I Ask,6DEMMeWXfmFAXgDUMMzeg6,71,25,Adele,90,2015-11-20,271800,0.889,0.591,0.28,0.0,0.124,-5.494,0.0283,141.916,4,2022,1,1,0,0,0,0
4740,4740,Hello,1Yk0cQdMLx5RzzFTYwmuld,72,25,Adele,90,2015-11-20,295502,0.33,0.578,0.43,0.0,0.0854,-6.134,0.0305,78.991,4,2022,1,1,0,0,0,0
4741,4741,Unfollow,6GsD646HrIDJJpzoY9T1Rt,67,Unfollow,Duki,87,2021-10-14,196727,0.0166,0.818,0.648,1.01e-05,0.177,-3.847,0.131,92.019,4,2022,1,0,0,0,0,0
4742,4742,Infinity,1SOClUWhOi8vHZYMz3GluK,89,Feel Something,Jaymes Young,80,2017-06-23,237720,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,4,2022,1,1,0,0,0,0
4743,4743,Toxic,2kaNmAbqrtOf7Rdr3fnCWl,29,Faded,BoyWithUke,83,2021-09-10,168020,0.835,0.594,0.612,0.0,0.461,-6.627,0.363,179.629,4,2022,1,0,0,0,0,0
4744,4744,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,84,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,74,2021-09-24,160656,0.0018,0.717,0.671,2.54e-06,0.0921,-5.077,0.0337,110.054,4,2022,1,0,0,0,0,0
4745,4745,Undeniable (feat. X Ambassadors),71qB68guEJjbvtjlkZ8DF5,71,Undeniable (feat. X Ambassadors),Kygo,85,2021-10-15,180596,0.159,0.684,0.506,0.0,0.26,-6.743,0.0338,108.036,4,2022,1,1,0,0,0,0
4746,4746,Santé,3vXnuFnC5RhPGwsFi0ORcI,69,Santé,Stromae,80,2021-10-15,190011,0.123,0.641,0.681,3.36e-05,0.0425,-6.418,0.354,138.095,3,2022,1,0,0,0,0,0
4747,4747,Higher Power,65OR4ywy8Cgs3FDHK82Idl,69,Music Of The Spheres,Coldplay,92,2021-10-15,206681,0.00643,0.507,0.832,1.6e-05,0.229,-5.931,0.0425,177.894,4,2022,1,1,0,0,0,0
4748,4748,Sky,29TPjc8wxfz4XMn21O7VsZ,81,Whole Lotta Red,Playboi Carti,87,2020-12-25,193234,0.258,0.785,0.903,0.0,0.169,-4.184,0.21,139.98,4,2022,1,0,0,0,0,0
4749,4749,Livin It Up (with Post Malone & A$AP Rocky),7zjEyeBsaw9gV0jofJLfOM,74,Punk,Young Thug,90,2021-10-15,210906,0.838,0.767,0.313,0.0,0.105,-12.059,0.0798,82.582,4,2022,1,0,0,0,0,1
4750,4750,Thunder,2USlegnFJLrVLpoVfPimKB,82,Thunder,Gabry Ponte,79,2021-05-07,160000,0.0342,0.67,0.896,3.21e-05,0.344,-4.673,0.058,101.216,3,2022,1,0,0,0,0,0
4751,4751,masquerade,64EA2RKyciBwCuVczLH6Ct,31,masquerade,siouxxie sixxsta,66,2020-06-17,144535,0.000674,0.608,0.792,0.653,0.252,-5.721,0.0355,161.104,4,2022,1,0,0,0,0,0
4752,4752,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,73,The Lockdown Sessions,Elton John,88,2021-10-22,202735,0.0354,0.795,0.8,7.25e-05,0.0915,-6.32,0.0309,116.032,4,2022,1,0,0,0,0,0
4753,4753,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,81,Moth To A Flame,Swedish House Mafia,81,2021-10-22,234000,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,4,2022,1,1,0,0,0,0
4754,4754,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",6IPNp9PfaEqrzotY47TIWy,77,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,82,2021-10-22,225600,0.00406,0.8,0.837,0.00313,0.0904,-2.807,0.0491,100.015,4,2022,1,1,0,0,0,0
4755,4755,Nuestra Canción,5reQI13tWWYDLMrGcUF4Mk,73,Caja de Música,Monsieur Periné,66,2015-06-16,260079,0.426,0.906,0.731,4.55e-06,0.0853,-7.021,0.0977,106.995,4,2022,1,0,0,0,0,0
4756,4756,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,80,GHOST TOWN,Benson Boone,71,2021-10-15,193733,0.389,0.391,0.335,0.0,0.102,-10.064,0.0763,174.185,3,2022,1,0,0,0,0,0
4757,4757,Not In The Mood (feat. Fivio Foreign & Kay Flock),25GyyK9CyZRiDCsPY51fIT,71,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,87,2021-10-22,150475,0.0951,0.545,0.82,0.0,0.29,-4.489,0.275,141.908,4,2022,1,0,0,0,0,0
4758,4758,Present,6RBfz4bNLNzvt37HycN1Xf,62,Present,Khalid,90,2021-10-22,156376,0.00242,0.684,0.514,0.0,0.193,-8.584,0.0327,88.014,4,2022,1,1,0,0,0,0
4759,4759,double take,47isJpIIO8m7BJEhiFhnaf,71,double take,dhruv,71,2019-05-24,171743,0.839,0.456,0.437,0.0,0.218,-11.156,0.0867,108.678,4,2022,1,1,0,0,0,0
4760,4760,Shivers,50nfwKoDiSYg8zOCREWAm5,90,=,Ed Sheeran,96,2021-10-29,207853,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,2022,1,1,0,0,0,0
4761,4761,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,90,=,Ed Sheeran,96,2021-10-29,230746,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,4,2022,1,1,0,0,0,0
4762,4762,Overpass Graffiti,4btFHqumCO31GksfuBLLv3,81,=,Ed Sheeran,96,2021-10-29,236906,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,4,2022,1,1,0,0,0,0
4763,4763,Toxic,2gQPv5jvVPqU2a9HhMNO1v,86,Toxic,BoyWithUke,83,2021-10-29,168020,0.835,0.594,0.612,0.0,0.461,-6.627,0.363,179.629,4,2022,1,0,0,0,0,0
4764,4764,2step,2SUxn2O9NHL6GHGQFgwCY0,72,=,Ed Sheeran,96,2021-10-29,153626,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,4,2022,1,1,0,0,0,0
4765,4765,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,90,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,93,2021-10-28,173381,0.237,0.728,0.783,0.0,0.434,-4.424,0.266,77.011,4,2022,1,0,1,0,0,0
4766,4766,First Times,5QYnNhTKsN3kE7OaqILA1U,72,=,Ed Sheeran,96,2021-10-29,185853,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,4,2022,1,1,0,0,0,0
4767,4767,Visiting Hours,0rt63HYAAIzUZo5O2D0uA6,68,=,Ed Sheeran,96,2021-10-29,215506,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,4,2022,1,1,0,0,0,0
4768,4768,Tides,2JiHR4gCDjXwYVRDmwdk95,67,=,Ed Sheeran,96,2021-10-29,195760,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,3,2022,1,1,0,0,0,0
4769,4769,Salimo de Noche,6P096SaOzrgGxs8NWOfX7M,82,Salimo de Noche,Tiago PZK,84,2021-10-21,177857,0.294,0.669,0.628,1.83e-05,0.124,-4.177,0.0526,83.803,4,2022,1,0,0,0,0,0
4770,4770,The Joker And The Queen,3NuLxTXowTRcguTh9RsPmM,66,=,Ed Sheeran,96,2021-10-29,185586,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,4,2022,1,1,0,0,0,0
4771,4771,Do It To It,20on25jryn53hWghthWWW3,88,Do It To It,ACRAZE,77,2021-08-20,157890,0.0209,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927,4,2022,1,0,0,0,0,0
4772,4772,Collide,5sv0WnUs74Orn6GoPmC5im,67,=,Ed Sheeran,96,2021-10-29,210213,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,4,2022,1,1,0,0,0,0
4773,4773,Leave Your Life,0YbI9lWxUBsCJLb6EBydkr,67,=,Ed Sheeran,96,2021-10-29,223866,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,4,2022,1,1,0,0,0,0
4774,4774,GALOPA,2wG1R0uDFwyobcWzVssC1J,75,GALOPA,PEDRO SAMPAIO,80,2021-09-16,140500,0.285,0.763,0.85,0.0,0.104,-4.036,0.0409,150.009,4,2022,1,0,0,0,0,0
4775,4775,Stop The Rain,0VuDtcT7H4CAljLZEH021x,66,=,Ed Sheeran,96,2021-10-29,203493,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,4,2022,1,1,0,0,0,0
4776,4776,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),15HMh4yxdf4wyxSZSlOgGZ,37,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,72,2021-09-16,204763,0.434,0.859,0.525,2.34e-05,0.108,-8.051,0.0592,110.066,4,2022,1,0,0,0,0,0
4777,4777,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,78,Ladies And Gentlemen... The Best Of George Michael,George Michael,76,1998-11-09,300106,0.13,0.574,0.628,0.0,0.271,-8.815,0.036,153.119,4,2022,1,0,0,0,0,0
4778,4778,Love In Slow Motion,1i4F583d9v9RabcfOlKKVL,66,=,Ed Sheeran,96,2021-10-29,190933,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,4,2022,1,1,0,0,0,0
4779,4779,Tell It To My Heart,46nvQpUDsxpS08UTFOeKTA,77,Tell It To My Heart,MEDUZA,78,2021-10-29,165524,0.0265,0.539,0.715,0.0,0.609,-6.639,0.0595,123.854,4,2022,1,1,0,0,0,0
4780,4780,Oh Na Na,03NqHNdG3Ur6kciQWK6e8V,71,Oh Na Na,Camila Cabello,89,2021-10-29,203652,0.0715,0.744,0.862,5.58e-06,0.0889,-3.446,0.0622,115.021,4,2022,1,1,0,0,0,0
4781,4781,Mahvettim,1GWxwShcDEdSvlr0jcpYI1,32,Mahvettim,cakal,77,2021-10-29,156000,0.362,0.651,0.705,0.0,0.111,-6.187,0.053,141.064,4,2022,1,0,0,0,0,0
4782,4782,Somebody's Watching Me,7jwQlYGpOml9ETGre1HqGA,63,Somebody's Watching Me,Rockwell,62,1984-01-30,298866,0.0371,0.82,0.357,0.00452,0.0541,-13.585,0.0437,124.117,4,2022,1,0,0,0,0,0
4783,4783,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,86,One Right Now,Post Malone,91,2021-11-05,193506,0.0361,0.687,0.781,0.0,0.0755,-4.806,0.053,97.014,4,2022,1,0,0,0,0,0
4784,4784,ESCAPE PLAN,4R67rQNSbbsR4TdUVOIdez,74,ESCAPE PLAN / MAFIA,Travis Scott,92,2021-11-05,149610,0.00207,0.839,0.506,0.0,0.13,-6.714,0.133,154.12,4,2022,1,0,0,0,0,1
4785,4785,Smokin Out The Window,4iN16F8JtVxG2UTzp3avGl,64,Smokin Out The Window,Bruno Mars,93,2021-11-05,197442,0.0558,0.627,0.618,0.0,0.351,-8.529,0.0437,82.03,4,2022,1,1,0,0,0,0
4786,4786,MAFIA,08F16baYbciTva9P4BvpiI,72,ESCAPE PLAN / MAFIA,Travis Scott,92,2021-11-05,240000,0.0775,0.855,0.492,6.71e-06,0.111,-7.578,0.0483,109.975,4,2022,1,0,0,0,0,1
4787,4787,No Love (with SZA),08SB2OtZkaliju77WYEKxk,76,Still Over It,Summer Walker,82,2021-11-05,231497,0.17,0.707,0.618,0.0,0.293,-5.825,0.19,133.876,4,2022,1,1,0,0,1,0
4788,4788,Esqueça-Me Se For Capaz,4qsOrxBv09HhNSpsgMRXdC,80,Patroas 35%,Marília Mendonça,88,2021-10-14,169058,0.276,0.799,0.685,0.0,0.13,-5.366,0.0725,122.013,4,2022,1,0,0,0,0,0
4789,4789,"Anuel AA: Bzrp Music Sessions, Vol. 46",1mrGEef8GuaEnDdw8J5BQp,68,"Anuel AA: Bzrp Music Sessions, Vol. 46",Bizarrap,86,2021-11-03,201507,0.347,0.405,0.837,0.0,0.0901,-4.188,0.294,74.966,1,2022,1,0,0,0,0,0
4790,4790,Todo Mundo Menos Você,053zWWZDziDJd3U94x8RuP,72,Patroas 35%,Marília Mendonça,88,2021-10-14,206171,0.753,0.778,0.641,0.0,0.104,-5.258,0.0449,131.914,4,2022,1,0,0,0,0,0
4791,4791,The Motto,18asYwWugKjjsihZ0YvRxO,90,The Motto,Tiësto,88,2021-11-04,164818,0.0301,0.754,0.763,2.23e-05,0.0901,-4.627,0.0435,117.953,4,2022,1,1,0,0,0,0
4792,4792,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,83,Hyperion,Gesaffelstein,74,2019-03-08,202093,0.0933,0.658,0.671,0.000927,0.115,-12.21,0.0363,100.966,4,2022,1,0,0,0,0,0
4793,4793,Enchanted,04S1pkp1VaIqjg8zZqknR5,74,Speak Now,Taylor Swift,98,2010-10-25,352200,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,4,2022,1,1,0,0,0,0
4794,4794,Yours,10IfXtjKQmOiON7tNAHv0y,75,Jirisan (Original Television Soundtrack) Pt. 4,JIN,67,2021-11-07,264840,0.354,0.488,0.427,0.0,0.0797,-7.383,0.0382,72.035,4,2022,1,0,0,0,0,0
4795,4795,FEEL ME??,4kELKaXaNP4EQR8Q8xNIID,76,FEEL ME??,Trueno,80,2021-09-09,187331,0.399,0.738,0.579,0.0,0.266,-5.88,0.0447,123.082,4,2022,1,0,0,0,0,0
4796,4796,masquerade,0RYHqnmtNRfbYxP6Dn8Vse,76,masquerade,siouxxie sixxsta,66,2021-11-11,144535,0.000674,0.608,0.792,0.653,0.252,-5.721,0.0355,161.104,4,2022,1,0,0,0,0,0
4797,4797,Dictadura,4yoc5cUWk4OFvqOcvFvw0o,66,Dictadura,Anuel AA,90,2021-10-28,208007,0.169,0.822,0.708,1.84e-05,0.114,-4.651,0.0825,94.974,4,2022,1,0,0,0,0,0
4798,4798,WFM,1DNA2z7Txysjk3cNz2nDLm,75,WFM,RealestK,69,2021-10-06,136000,0.72,0.437,0.184,0.00253,0.113,-17.667,0.0313,80.088,4,2022,1,0,0,0,0,0
4799,4799,Una Vaina Loca,2qEoAz0i6yEz5dPggABcLH,77,Una Vaina Loca,Fuego,73,2021-10-21,226187,0.128,0.811,0.588,0.0004,0.0929,-3.161,0.0464,107.022,4,2022,1,0,0,0,0,0
4800,4800,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,83,Red (Taylor's Version),Taylor Swift,98,2021-11-12,613026,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,4,2022,1,1,0,0,0,0
4801,4801,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,59,An Evening With Silk Sonic,Bruno Mars,93,2021-11-11,197442,0.0558,0.627,0.618,0.0,0.351,-8.529,0.0437,82.03,4,2022,1,1,0,0,0,0
4802,4802,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,74,Red (Taylor's Version),Taylor Swift,98,2021-11-12,223093,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,4,2022,1,1,0,0,0,0
4803,4803,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,73,Red (Taylor's Version),Taylor Swift,98,2021-11-12,329160,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,4,2022,1,1,0,0,0,0
4804,4804,Already Dead,7qM1BWAsZMTYh4BcYLb0uQ,36,Already Dead,Juice WRLD,95,2021-11-12,231010,0.019,0.74,0.501,0.0,0.114,-6.339,0.0592,83.5,4,2022,1,0,0,0,0,0
4805,4805,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,71,Red (Taylor's Version),Taylor Swift,98,2021-11-12,219760,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,4,2022,1,1,0,0,0,0
4806,4806,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,82,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,72,2021-09-16,204763,0.433,0.87,0.523,2.07e-05,0.113,-8.052,0.0602,110.02,4,2022,1,0,0,0,0,0
4807,4807,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,74,Red (Taylor's Version),Taylor Swift,98,2021-11-12,258812,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,4,2022,1,1,0,0,0,0
4808,4808,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,70,Red (Taylor's Version),Taylor Swift,98,2021-11-12,230960,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,4,2022,1,1,0,0,0,0
4809,4809,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,69,Red (Taylor's Version),Taylor Swift,98,2021-11-12,295413,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,4,2022,1,1,0,0,0,0
4810,4810,LA FAMA (with The Weeknd),6dmXZ9B5HdFAyzHeTneYBK,80,LA FAMA (with The Weeknd),ROSALÍA,88,2021-11-11,188102,0.946,0.77,0.302,3.38e-05,0.125,-7.911,0.0466,136.01,4,2022,1,0,0,0,0,0
4811,4811,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,73,Red (Taylor's Version),Taylor Swift,98,2021-11-12,240226,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,4,2022,1,1,0,0,0,0
4812,4812,Leave The Door Open,1LPSkqVhWVRUkKE03YUkpB,58,An Evening With Silk Sonic,Bruno Mars,93,2021-11-11,242096,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4,2022,1,1,0,0,0,0
4813,4813,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,71,Red (Taylor's Version),Taylor Swift,98,2021-11-12,193146,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,4,2022,1,1,0,0,0,0
4814,4814,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,74,Red (Taylor's Version),Taylor Swift,98,2021-11-12,285106,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,3,2022,1,1,0,0,0,0
4815,4815,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,67,Red (Taylor's Version),Taylor Swift,98,2021-11-12,242720,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,4,2022,1,1,0,0,0,0
